   1.8526700e+01	   3.0357500e+01	   2.0000000e+00	
   1.8816400e+01	   3.0357500e+01	   2.0000000e+00	
   1.9106200e+01	   3.0357500e+01	   2.0000000e+00	
   1.9395900e+01	   3.0357500e+01	   2.0000000e+00	
   1.8299200e+01	   3.0607500e+01	   2.0000000e+00	
   1.8589700e+01	   3.0607500e+01	   2.0000000e+00	
   1.8880100e+01	   3.0607500e+01	   2.0000000e+00	
   1.9170600e+01	   3.0607500e+01	   2.0000000e+00	
   1.9461100e+01	   3.0607500e+01	   2.0000000e+00	
   1.9751600e+01	   3.0607500e+01	   2.0000000e+00	
   1.8071000e+01	   3.0857500e+01	   2.0000000e+00	
   1.8362200e+01	   3.0857500e+01	   2.0000000e+00	
   1.8653400e+01	   3.0857500e+01	   2.0000000e+00	
   1.8944700e+01	   3.0857500e+01	   2.0000000e+00	
   1.9235900e+01	   3.0857500e+01	   2.0000000e+00	
   1.9527100e+01	   3.0857500e+01	   2.0000000e+00	
   1.9818300e+01	   3.0857500e+01	   2.2000000e+01	
   1.8134000e+01	   3.1107500e+01	   2.0000000e+00	
   1.8426000e+01	   3.1107500e+01	   2.0000000e+00	
   1.8718000e+01	   3.1107500e+01	   2.0000000e+00	
   1.9010000e+01	   3.1107500e+01	   2.0000000e+00	
   1.9302000e+01	   3.1107500e+01	   2.0000000e+00	
   1.9594000e+01	   3.1107500e+01	   2.0000000e+00	
   1.9885900e+01	   3.1107500e+01	   2.2000000e+01	
   1.7612300e+01	   3.1357500e+01	   2.0000000e+00	
   1.7905100e+01	   3.1357500e+01	   2.0000000e+00	
   1.8197800e+01	   3.1357500e+01	   2.0000000e+00	
   1.8490600e+01	   3.1357500e+01	   2.0000000e+00	
   1.9076100e+01	   3.1357500e+01	   2.0000000e+00	
   1.9368900e+01	   3.1357500e+01	   2.0000000e+00	
   1.9661600e+01	   3.1357500e+01	   2.0000000e+00	
   1.7088300e+01	   3.1607500e+01	   2.0000000e+00	
   1.7381800e+01	   3.1607500e+01	   2.0000000e+00	
   1.7675400e+01	   3.1607500e+01	   2.0000000e+00	
   1.7968900e+01	   3.1607500e+01	   2.0000000e+00	
   1.8556000e+01	   3.1607500e+01	   2.0000000e+00	
   1.8849500e+01	   3.1607500e+01	   2.0000000e+00	
   1.9143100e+01	   3.1607500e+01	   2.0000000e+00	
   1.9436600e+01	   3.1607500e+01	   2.0000000e+00	
   1.9730200e+01	   3.1607500e+01	   2.2000000e+01	
   1.6561900e+01	   3.1857500e+01	   2.0000000e+00	
   1.6856200e+01	   3.1857500e+01	   2.0000000e+00	
   1.8033600e+01	   3.1857500e+01	   2.0000000e+00	
   1.8327900e+01	   3.1857500e+01	   2.0000000e+00	
   1.8622200e+01	   3.1857500e+01	   2.0000000e+00	
   1.8916600e+01	   3.1857500e+01	   2.0000000e+00	
   1.9210900e+01	   3.1857500e+01	   2.0000000e+00	
   1.9505200e+01	   3.1857500e+01	   2.0000000e+00	
   1.7803900e+01	   3.2107500e+01	   2.0000000e+00	
   1.8099000e+01	   3.2107500e+01	   2.0000000e+00	
   1.8984400e+01	   3.2107500e+01	   2.0000000e+00	
   1.9574700e+01	   3.2107500e+01	   2.0000000e+00	
   1.9869900e+01	   3.2107500e+01	   2.2000000e+01	
   1.8757200e+01	   3.2357500e+01	   2.0000000e+00	
   1.9645000e+01	   3.2357500e+01	   2.0000000e+00	
   1.9941000e+01	   3.2357500e+01	   2.0000000e+00	
   1.8529100e+01	   3.2607500e+01	   2.0000000e+00	
   1.9419500e+01	   3.2607500e+01	   2.0000000e+00	
