"lon","lat"
34.477944,45.895806
34.477833,45.898306
34.479119824,45.9
34.4806111259077,45.9
34.477944,45.895806
NA,NA
33.531694,45.867056
33.522917,45.864972
33.522861,45.866639
33.543333,45.877056
33.531694,45.867056
NA,NA
30.115361,45.895
30.114611,45.884111
30.118722,45.879139
30.107944,45.870861
30.101222,45.858333
30.101194,45.849139
30.107083,45.843278
30.110389,45.828278
30.105,45.829583
30.102861,45.826667
30.102472,45.812083
30.092472,45.812917
30.089944,45.820389
30.080417,45.807444
30.082917,45.801639
30.079917,45.797889
30.074944,45.799556
30.071639,45.795389
30.068778,45.812472
30.044167,45.834583
30.026639,45.845389
30.014111,45.850444
29.976639,45.850333
29.971222,45.837444
29.977028,45.820778
29.975361,45.803278
29.954972,45.763667
29.952028,45.766611
29.957056,45.772417
29.938306,45.787028
29.933278,45.786167
29.932028,45.798278
29.927,45.797417
29.932056,45.806611
29.9325,45.828667
29.922833,45.811583
29.922861,45.782444
29.91875,45.779917
29.91875,45.772417
29.930417,45.751611
29.939528,45.744917
29.937056,45.741611
29.94075,45.729528
29.936611,45.736194
29.916611,45.747056
29.890361,45.752417
29.907472,45.750361
29.909528,45.756611
29.906639,45.757833
29.901222,45.754139
29.900389,45.76325
29.891222,45.774111
29.8925,45.779556
29.887083,45.759917
29.882,45.756611
29.88825,45.751194
29.846611,45.751222
29.824972,45.747861
29.807444,45.740361
29.800361,45.732472
29.800389,45.716583
29.807,45.706583
29.829944,45.691167
29.867444,45.677889
29.867028,45.67325
29.864111,45.668694
29.853694,45.664111
29.844972,45.652833
29.831583,45.646194
29.8175,45.647861
29.801639,45.643667
29.799111,45.648722
29.786611,45.649528
29.776639,45.653667
29.793722,45.641583
29.788694,45.639139
29.785833,45.632
29.777889,45.633278
29.778722,45.619944
29.768333,45.614472
29.756611,45.6195
29.736667,45.621194
29.739111,45.6145
29.750361,45.61325
29.742417,45.602028
29.733694,45.615778
29.7195,45.667444
29.697861,45.684917
29.688278,45.6995
29.674556,45.699139
29.686972,45.72325
29.687861,45.736611
29.680389,45.740778
29.680333,45.744944
29.690361,45.774944
29.692861,45.803306
29.69075,45.798722
29.689083,45.802889
29.683222,45.803694
29.682472,45.794528
29.67575,45.802861
29.671583,45.797861
29.663278,45.820333
29.668722,45.797417
29.654056,45.800333
29.649556,45.804944
29.659083,45.802889
29.659972,45.806194
29.651556,45.807861
29.644528,45.805806
29.652444,45.816194
29.662,45.817472
29.652861,45.819944
29.656167,45.825778
29.649944,45.825333
29.647472,45.830361
29.652056,45.81825
29.642472,45.814528
29.637889,45.815778
29.638278,45.827889
29.631167,45.824111
29.636972,45.812444
29.645417,45.809111
29.6395,45.806611
29.645306,45.799944
29.644528,45.794083
29.652056,45.794139
29.642028,45.784083
29.628722,45.759917
29.619528,45.754083
29.614556,45.731611
29.642889,45.712444
29.63075,45.714556
29.609917,45.703722
29.597,45.687444
29.596194,45.669917
29.604556,45.644111
29.607028,45.608278
29.592833,45.563278
29.597389,45.554528
29.605833,45.548694
29.634917,45.537833
29.647444,45.536194
29.658694,45.541583
29.656583,45.545333
29.664917,45.546194
29.666583,45.550361
29.670833,45.550389
29.684944,45.563667
29.709972,45.579528
29.710806,45.585333
29.713694,45.579111
29.684139,45.558694
29.634111,45.515333
29.625333,45.504972
29.622,45.489111
29.612056,45.483278
29.615389,45.475778
29.607444,45.476167
29.615778,45.470389
29.622444,45.473722
29.627417,45.472861
29.637444,45.459528
29.63375,45.472417
29.627472,45.477028
29.650778,45.475361
29.65325,45.472833
29.664917,45.477028
29.668333,45.473694
29.68825,45.470361
29.692472,45.467056
29.716639,45.472833
29.738278,45.490361
29.748278,45.493667
29.749556,45.491583
29.739083,45.485389
29.715361,45.459944
29.7125,45.444528
29.687417,45.437861
29.685333,45.434917
29.691639,45.4345
29.718306,45.443694
29.730806,45.443694
29.738333,45.4495
29.766667,45.456194
29.789972,45.456194
29.799583,45.449972
29.784972,45.445333
29.781639,45.447028
29.767444,45.423639
29.750833,45.426222
29.768722,45.419972
29.766667,45.416194
29.759917,45.417833
29.750417,45.405778
29.750361,45.401611
29.757917,45.396611
29.752028,45.367444
29.760389,45.340778
29.722056,45.344083
29.729111,45.341167
29.757417,45.339528
29.762861,45.329972
29.762056,45.321583
29.749583,45.303306
29.742056,45.271583
29.745389,45.254944
29.756222,45.234944
29.745722,45.228694
29.735778,45.228694
29.722417,45.238694
29.701667,45.247861
29.680333,45.267444
29.67875,45.279944
29.670778,45.289528
29.677028,45.264111
29.702444,45.245333
29.705806,45.239528
29.714944,45.237833
29.732,45.22575
29.727889,45.210778
29.721222,45.209889
29.721583,45.222861
29.717472,45.222861
29.707444,45.211194
29.697417,45.214528
29.682417,45.213667
29.677444,45.207861
29.660778,45.214528
29.655778,45.212861
29.648278,45.217056
29.63575,45.217056
29.633278,45.2195
29.632056,45.217417
29.644472,45.169972
29.658333,45.162
29.68,45.162
29.664111,45.157861
29.634944,45.159556
29.668333,45.156222
29.704944,45.167028
29.714556,45.164972
29.696583,45.161222
29.689528,45.154917
29.675333,45.134972
29.663722,45.107444
29.659583,45.074111
29.644556,45.040722
29.620417,44.885833
29.589556,44.895
29.599167,44.890417
29.602056,44.879944
29.609556,44.874972
29.612861,44.859139
29.608694,44.850833
29.594083,44.842056
29.589972,44.847083
29.586639,44.83875
29.574167,44.83875
29.553306,44.824583
29.533306,44.826222
29.459972,44.815361
29.374194,44.807056
29.361667,44.807111
29.350806,44.812861
29.334972,44.812111
29.340833,44.816222
29.330806,44.816194
29.318306,44.81125
29.289556,44.809139
29.327472,44.809583
29.339167,44.80875
29.341639,44.806194
29.2375,44.796222
29.142472,44.775417
29.117417,44.766278
29.057444,44.73375
28.995,44.682861
28.997056,44.698306
28.983722,44.711639
28.971639,44.747917
28.979139,44.744528
28.992444,44.743722
29.015778,44.748722
29.124139,44.785417
29.137028,44.793333
29.147889,44.821667
29.138333,44.837056
29.093278,44.872917
29.086194,44.861694
29.097889,44.847472
29.099583,44.838333
29.077472,44.833722
29.070833,44.825444
