"lon","lat","layer","bioregion"
20.3,34.6,"bathypelagic",2
20.3,34.8,"bathypelagic",2
20.3,35,"bathypelagic",2
20.3,35.2,"bathypelagic",2
20.3,35.4,"bathypelagic",2
20.3,35.6,"bathypelagic",2
20.3,35.8,"bathypelagic",2
20.3,36,"bathypelagic",2
20.3,36.2,"bathypelagic",2
20.3,36.4,"bathypelagic",2
20.3,36.6,"bathypelagic",2
20.3,36.8,"bathypelagic",2
20.3,37,"bathypelagic",2
20.3,37.2,"bathypelagic",2
20.3,37.4,"bathypelagic",2
20.3,37.6,"bathypelagic",2
20.3,37.8,"bathypelagic",2
20.3,38,"bathypelagic",2
20.3,38.4,"bathypelagic",2
20.3,38.6,"bathypelagic",2
20.3,38.8,"bathypelagic",2
20.3,39,"bathypelagic",NA
20.5,32.8,"bathypelagic",2
20.5,33,"bathypelagic",3
20.5,33.2,"bathypelagic",3
20.5,33.4,"bathypelagic",3
20.5,33.6,"bathypelagic",11
20.5,33.8,"bathypelagic",11
20.5,34,"bathypelagic",2
20.5,34.2,"bathypelagic",2
20.5,34.4,"bathypelagic",11
20.5,34.6,"bathypelagic",11
20.5,34.8,"bathypelagic",2
20.5,35,"bathypelagic",2
20.5,35.2,"bathypelagic",2
20.5,35.4,"bathypelagic",2
20.5,35.6,"bathypelagic",2
20.5,35.8,"bathypelagic",2
20.5,36,"bathypelagic",2
20.5,36.2,"bathypelagic",2
20.5,36.4,"bathypelagic",2
20.5,36.6,"bathypelagic",2
20.5,36.8,"bathypelagic",2
20.5,37,"bathypelagic",2
20.5,37.2,"bathypelagic",2
20.5,37.4,"bathypelagic",2
20.5,37.6,"bathypelagic",2
20.5,37.8,"bathypelagic",2
20.5,38,"bathypelagic",NA
20.5,39,"bathypelagic",NA
20.7,32.8,"bathypelagic",NA
20.7,33,"bathypelagic",2
20.7,33.2,"bathypelagic",3
20.7,33.4,"bathypelagic",3
20.7,33.6,"bathypelagic",11
20.7,33.8,"bathypelagic",11
20.7,34,"bathypelagic",2
20.7,34.2,"bathypelagic",2
20.7,34.4,"bathypelagic",2
20.7,34.6,"bathypelagic",2
20.7,34.8,"bathypelagic",2
20.7,35,"bathypelagic",2
20.7,35.2,"bathypelagic",2
20.7,35.4,"bathypelagic",2
20.7,35.6,"bathypelagic",2
20.7,35.8,"bathypelagic",2
20.7,36,"bathypelagic",2
20.7,36.2,"bathypelagic",2
20.7,36.4,"bathypelagic",2
20.7,36.6,"bathypelagic",2
20.7,36.8,"bathypelagic",2
20.7,37,"bathypelagic",2
20.7,37.2,"bathypelagic",2
20.7,37.4,"bathypelagic",2
20.7,37.6,"bathypelagic",2
20.9,33,"bathypelagic",2
20.9,33.2,"bathypelagic",3
20.9,33.4,"bathypelagic",3
20.9,33.6,"bathypelagic",3
20.9,33.8,"bathypelagic",11
20.9,34,"bathypelagic",2
20.9,34.2,"bathypelagic",2
20.9,34.4,"bathypelagic",2
20.9,34.6,"bathypelagic",2
20.9,34.8,"bathypelagic",2
20.9,35,"bathypelagic",2
20.9,35.2,"bathypelagic",2
20.9,35.4,"bathypelagic",2
20.9,35.6,"bathypelagic",2
20.9,35.8,"bathypelagic",2
20.9,36,"bathypelagic",2
20.9,36.2,"bathypelagic",2
20.9,36.4,"bathypelagic",2
20.9,36.6,"bathypelagic",2
20.9,36.8,"bathypelagic",2
20.9,37,"bathypelagic",2
20.9,37.2,"bathypelagic",2
20.9,37.4,"bathypelagic",2
20.9,38,"bathypelagic",NA
20.9,38.2,"bathypelagic",NA
20.9,38.4,"bathypelagic",NA
21.1,33,"bathypelagic",2
21.1,33.2,"bathypelagic",2
21.1,33.4,"bathypelagic",3
21.1,33.6,"bathypelagic",3
21.1,33.8,"bathypelagic",11
21.1,34,"bathypelagic",2
21.1,34.2,"bathypelagic",2
21.1,34.4,"bathypelagic",2
21.1,34.6,"bathypelagic",2
21.1,34.8,"bathypelagic",2
21.1,35,"bathypelagic",2
21.1,35.2,"bathypelagic",2
21.1,35.4,"bathypelagic",2
21.1,35.6,"bathypelagic",2
21.1,35.8,"bathypelagic",2
21.1,36,"bathypelagic",2
21.1,36.2,"bathypelagic",2
21.1,36.4,"bathypelagic",2
21.1,36.6,"bathypelagic",2
21.1,36.8,"bathypelagic",2
21.1,37,"bathypelagic",2
21.1,37.2,"bathypelagic",2
21.1,37.4,"bathypelagic",2
21.1,37.6,"bathypelagic",2
21.3,33,"bathypelagic",2
21.3,33.2,"bathypelagic",2
21.3,33.4,"bathypelagic",3
21.3,33.6,"bathypelagic",3
21.3,33.8,"bathypelagic",11
21.3,34,"bathypelagic",2
21.3,34.2,"bathypelagic",2
21.3,34.4,"bathypelagic",2
21.3,34.6,"bathypelagic",2
21.3,34.8,"bathypelagic",2
21.3,35,"bathypelagic",2
21.3,35.2,"bathypelagic",2
21.3,35.4,"bathypelagic",2
21.3,35.6,"bathypelagic",3
21.3,35.8,"bathypelagic",3
21.3,36,"bathypelagic",3
21.3,36.2,"bathypelagic",2
21.3,36.4,"bathypelagic",2
21.3,36.6,"bathypelagic",2
21.3,36.8,"bathypelagic",2
21.3,37,"bathypelagic",2
21.3,37.2,"bathypelagic",2
21.3,37.4,"bathypelagic",2
21.5,33,"bathypelagic",2
21.5,33.2,"bathypelagic",2
21.5,33.4,"bathypelagic",2
21.5,33.6,"bathypelagic",3
21.5,33.8,"bathypelagic",3
21.5,34,"bathypelagic",11
21.5,34.2,"bathypelagic",2
21.5,34.4,"bathypelagic",2
21.5,34.6,"bathypelagic",2
21.5,34.8,"bathypelagic",2
21.5,35,"bathypelagic",2
21.5,35.2,"bathypelagic",2
21.5,35.4,"bathypelagic",2
21.5,35.6,"bathypelagic",3
21.5,35.8,"bathypelagic",3
21.5,36,"bathypelagic",3
21.5,36.2,"bathypelagic",3
21.5,36.4,"bathypelagic",2
21.5,36.6,"bathypelagic",3
21.5,36.8,"bathypelagic",3
21.5,37.4,"bathypelagic",2
21.7,33.2,"bathypelagic",2
21.7,33.4,"bathypelagic",3
21.7,33.6,"bathypelagic",3
21.7,33.8,"bathypelagic",3
21.7,34,"bathypelagic",2
21.7,34.2,"bathypelagic",2
21.7,34.4,"bathypelagic",2
21.7,34.6,"bathypelagic",2
21.7,34.8,"bathypelagic",2
21.7,35,"bathypelagic",2
21.7,35.2,"bathypelagic",2
21.7,35.4,"bathypelagic",3
21.7,35.6,"bathypelagic",3
21.7,35.8,"bathypelagic",3
21.7,36,"bathypelagic",3
21.7,36.2,"bathypelagic",2
21.7,36.4,"bathypelagic",2
21.7,36.6,"bathypelagic",3
21.9,33.2,"bathypelagic",3
21.9,33.4,"bathypelagic",3
21.9,33.6,"bathypelagic",2
21.9,33.8,"bathypelagic",2
21.9,34,"bathypelagic",2
21.9,34.2,"bathypelagic",2
21.9,34.4,"bathypelagic",2
21.9,34.6,"bathypelagic",2
21.9,34.8,"bathypelagic",2
21.9,35,"bathypelagic",2
21.9,35.2,"bathypelagic",2
21.9,35.4,"bathypelagic",3
21.9,35.6,"bathypelagic",3
21.9,35.8,"bathypelagic",3
21.9,36,"bathypelagic",3
21.9,36.2,"bathypelagic",3
21.9,36.4,"bathypelagic",2
22.1,33.2,"bathypelagic",3
22.1,33.4,"bathypelagic",2
22.1,33.6,"bathypelagic",2
22.1,33.8,"bathypelagic",2
22.1,34,"bathypelagic",2
22.1,34.2,"bathypelagic",2
22.1,34.4,"bathypelagic",2
22.1,34.6,"bathypelagic",2
22.1,34.8,"bathypelagic",2
22.1,35,"bathypelagic",2
22.1,35.2,"bathypelagic",3
22.1,35.4,"bathypelagic",3
22.1,35.6,"bathypelagic",3
22.1,35.8,"bathypelagic",3
22.1,36,"bathypelagic",3
22.1,36.2,"bathypelagic",3
22.1,36.4,"bathypelagic",2
22.1,36.6,"bathypelagic",2
22.1,36.8,"bathypelagic",6
22.3,33,"bathypelagic",NA
22.3,33.2,"bathypelagic",3
22.3,33.4,"bathypelagic",3
22.3,33.6,"bathypelagic",2
22.3,33.8,"bathypelagic",2
22.3,34,"bathypelagic",2
22.3,34.2,"bathypelagic",2
22.3,34.4,"bathypelagic",2
22.3,34.6,"bathypelagic",3
22.3,34.8,"bathypelagic",3
22.3,35,"bathypelagic",3
22.3,35.2,"bathypelagic",3
22.3,35.4,"bathypelagic",3
22.3,35.6,"bathypelagic",3
22.3,35.8,"bathypelagic",3
22.3,36,"bathypelagic",3
22.3,36.2,"bathypelagic",3
22.3,36.4,"bathypelagic",6
22.5,33,"bathypelagic",NA
22.5,33.2,"bathypelagic",3
22.5,33.4,"bathypelagic",3
22.5,33.6,"bathypelagic",3
22.5,33.8,"bathypelagic",2
22.5,34,"bathypelagic",2
22.5,34.2,"bathypelagic",3
22.5,34.4,"bathypelagic",3
22.5,34.6,"bathypelagic",3
22.5,34.8,"bathypelagic",3
22.5,35,"bathypelagic",3
22.5,35.2,"bathypelagic",3
22.5,35.4,"bathypelagic",3
22.5,35.6,"bathypelagic",3
22.5,35.8,"bathypelagic",3
22.5,36,"bathypelagic",3
22.5,36.2,"bathypelagic",3
22.7,33,"bathypelagic",NA
22.7,33.2,"bathypelagic",3
22.7,33.4,"bathypelagic",3
22.7,33.6,"bathypelagic",2
22.7,33.8,"bathypelagic",2
22.7,34,"bathypelagic",3
22.7,34.2,"bathypelagic",3
22.7,34.4,"bathypelagic",3
22.7,34.6,"bathypelagic",3
22.7,34.8,"bathypelagic",3
22.7,35,"bathypelagic",3
22.7,35.2,"bathypelagic",3
22.7,35.4,"bathypelagic",3
22.7,35.6,"bathypelagic",3
22.7,35.8,"bathypelagic",6
22.7,36,"bathypelagic",2
22.7,36.2,"bathypelagic",6
22.7,36.4,"bathypelagic",6
22.7,36.6,"bathypelagic",6
22.7,40.2,"bathypelagic",NA
22.9,32.8,"bathypelagic",NA
22.9,33,"bathypelagic",NA
22.9,33.2,"bathypelagic",3
22.9,33.4,"bathypelagic",3
22.9,33.6,"bathypelagic",2
22.9,33.8,"bathypelagic",2
22.9,34,"bathypelagic",2
22.9,34.2,"bathypelagic",3
22.9,34.4,"bathypelagic",3
22.9,34.6,"bathypelagic",3
22.9,34.8,"bathypelagic",3
22.9,35,"bathypelagic",3
22.9,35.2,"bathypelagic",3
22.9,35.4,"bathypelagic",3
22.9,35.6,"bathypelagic",3
22.9,35.8,"bathypelagic",3
22.9,36,"bathypelagic",6
22.9,40,"bathypelagic",NA
22.9,40.2,"bathypelagic",NA
23.1,32.8,"bathypelagic",NA
23.1,33,"bathypelagic",NA
23.1,33.2,"bathypelagic",2
23.1,33.4,"bathypelagic",2
23.1,33.6,"bathypelagic",3
23.1,33.8,"bathypelagic",3
23.1,34,"bathypelagic",3
23.1,34.2,"bathypelagic",3
23.1,34.4,"bathypelagic",3
23.1,34.6,"bathypelagic",3
23.1,34.8,"bathypelagic",3
23.1,35,"bathypelagic",2
23.1,35.2,"bathypelagic",3
23.1,35.4,"bathypelagic",3
23.1,35.6,"bathypelagic",6
23.1,35.8,"bathypelagic",6
23.1,36,"bathypelagic",6
23.1,39.8,"bathypelagic",NA
23.1,40,"bathypelagic",NA
23.3,32.4,"bathypelagic",NA
23.3,32.6,"bathypelagic",NA
23.3,32.8,"bathypelagic",3
23.3,33,"bathypelagic",2
23.3,33.2,"bathypelagic",7
23.3,33.4,"bathypelagic",7
23.3,33.6,"bathypelagic",9
23.3,33.8,"bathypelagic",10
23.3,34,"bathypelagic",10
23.3,34.2,"bathypelagic",3
23.3,34.4,"bathypelagic",3
23.3,34.6,"bathypelagic",3
23.3,34.8,"bathypelagic",3
23.3,35,"bathypelagic",3
23.3,35.2,"bathypelagic",3
23.3,35.4,"bathypelagic",3
23.3,35.6,"bathypelagic",NA
23.3,36.2,"bathypelagic",6
23.3,36.4,"bathypelagic",6
23.3,36.6,"bathypelagic",NA
23.3,36.8,"bathypelagic",6
23.3,37,"bathypelagic",NA
23.3,39.6,"bathypelagic",NA
23.3,39.8,"bathypelagic",NA
23.5,32.4,"bathypelagic",NA
23.5,32.6,"bathypelagic",NA
23.5,32.8,"bathypelagic",10
23.5,33,"bathypelagic",7
23.5,33.2,"bathypelagic",10
23.5,33.4,"bathypelagic",10
23.5,33.6,"bathypelagic",10
23.5,33.8,"bathypelagic",10
23.5,34,"bathypelagic",4
23.5,34.2,"bathypelagic",10
23.5,34.4,"bathypelagic",3
23.5,34.6,"bathypelagic",3
23.5,34.8,"bathypelagic",3
23.5,35,"bathypelagic",3
23.5,35.8,"bathypelagic",6
23.5,36,"bathypelagic",6
23.5,36.2,"bathypelagic",6
23.5,36.4,"bathypelagic",NA
23.5,36.6,"bathypelagic",NA
23.5,36.8,"bathypelagic",NA
23.5,37.2,"bathypelagic",NA
23.5,39.4,"bathypelagic",6
23.5,39.6,"bathypelagic",NA
23.5,39.8,"bathypelagic",NA
23.7,32.4,"bathypelagic",NA
23.7,32.6,"bathypelagic",10
23.7,32.8,"bathypelagic",10
23.7,33,"bathypelagic",10
23.7,33.2,"bathypelagic",10
23.7,33.4,"bathypelagic",10
23.7,33.6,"bathypelagic",10
23.7,33.8,"bathypelagic",10
23.7,34,"bathypelagic",4
23.7,34.2,"bathypelagic",10
23.7,34.4,"bathypelagic",3
23.7,34.6,"bathypelagic",3
23.7,34.8,"bathypelagic",7
23.7,35,"bathypelagic",7
23.7,35.8,"bathypelagic",6
23.7,36,"bathypelagic",6
23.7,36.2,"bathypelagic",6
23.7,36.4,"bathypelagic",6
23.7,36.6,"bathypelagic",6
23.7,36.8,"bathypelagic",NA
23.7,37,"bathypelagic",6
23.7,37.2,"bathypelagic",NA
23.7,37.4,"bathypelagic",NA
23.7,37.6,"bathypelagic",NA
23.7,39.4,"bathypelagic",6
23.7,39.6,"bathypelagic",6
23.7,39.8,"bathypelagic",NA
23.9,32.4,"bathypelagic",NA
23.9,32.6,"bathypelagic",10
23.9,32.8,"bathypelagic",10
23.9,33,"bathypelagic",10
23.9,33.2,"bathypelagic",10
23.9,33.4,"bathypelagic",10
23.9,33.6,"bathypelagic",10
23.9,33.8,"bathypelagic",10
23.9,34,"bathypelagic",10
23.9,34.2,"bathypelagic",10
23.9,34.4,"bathypelagic",3
23.9,34.6,"bathypelagic",3
23.9,34.8,"bathypelagic",7
23.9,35,"bathypelagic",NA
23.9,35.8,"bathypelagic",NA
23.9,36,"bathypelagic",6
23.9,36.2,"bathypelagic",6
23.9,36.4,"bathypelagic",6
23.9,36.6,"bathypelagic",6
23.9,37,"bathypelagic",6
23.9,37.2,"bathypelagic",6
23.9,38.8,"bathypelagic",6
23.9,39,"bathypelagic",NA
23.9,39.4,"bathypelagic",6
23.9,39.6,"bathypelagic",6
23.9,39.8,"bathypelagic",6
24.1,32.2,"bathypelagic",NA
24.1,32.4,"bathypelagic",NA
24.1,32.6,"bathypelagic",10
24.1,32.8,"bathypelagic",10
24.1,33,"bathypelagic",10
24.1,33.2,"bathypelagic",10
24.1,33.4,"bathypelagic",10
24.1,33.6,"bathypelagic",10
24.1,33.8,"bathypelagic",10
24.1,34,"bathypelagic",10
24.1,34.2,"bathypelagic",10
24.1,34.4,"bathypelagic",3
24.1,34.6,"bathypelagic",7
24.1,35,"bathypelagic",NA
24.1,35.8,"bathypelagic",6
24.1,36,"bathypelagic",6
24.1,36.2,"bathypelagic",6
24.1,36.4,"bathypelagic",6
24.1,36.8,"bathypelagic",NA
24.1,37,"bathypelagic",6
24.1,37.2,"bathypelagic",6
24.1,37.4,"bathypelagic",NA
24.1,38.8,"bathypelagic",NA
24.1,39.6,"bathypelagic",6
24.1,39.8,"bathypelagic",6
24.1,40.6,"bathypelagic",NA
24.3,32.2,"bathypelagic",NA
24.3,32.4,"bathypelagic",NA
24.3,32.6,"bathypelagic",10
24.3,32.8,"bathypelagic",10
24.3,33,"bathypelagic",10
24.3,33.2,"bathypelagic",10
24.3,33.4,"bathypelagic",10
24.3,33.6,"bathypelagic",10
24.3,33.8,"bathypelagic",10
24.3,34,"bathypelagic",4
24.3,34.2,"bathypelagic",4
24.3,34.4,"bathypelagic",7
24.3,34.6,"bathypelagic",4
24.3,34.8,"bathypelagic",4
24.3,35,"bathypelagic",4
24.3,35.6,"bathypelagic",6
24.3,35.8,"bathypelagic",6
24.3,36,"bathypelagic",6
24.3,36.2,"bathypelagic",6
24.3,36.4,"bathypelagic",6
24.3,37,"bathypelagic",NA
24.3,37.2,"bathypelagic",NA
24.3,37.8,"bathypelagic",NA
24.3,38.6,"bathypelagic",NA
24.3,39,"bathypelagic",NA
24.3,39.2,"bathypelagic",NA
24.3,39.6,"bathypelagic",NA
24.3,39.8,"bathypelagic",6
24.3,40,"bathypelagic",6
24.3,40.4,"bathypelagic",NA
24.3,40.6,"bathypelagic",NA
24.5,32.2,"bathypelagic",9
24.5,32.4,"bathypelagic",10
24.5,32.6,"bathypelagic",4
24.5,32.8,"bathypelagic",4
24.5,33,"bathypelagic",4
24.5,33.2,"bathypelagic",10
24.5,33.4,"bathypelagic",10
24.5,33.6,"bathypelagic",10
24.5,33.8,"bathypelagic",10
24.5,34,"bathypelagic",4
24.5,34.2,"bathypelagic",4
24.5,34.4,"bathypelagic",4
24.5,34.6,"bathypelagic",4
24.5,34.8,"bathypelagic",4
24.5,35.6,"bathypelagic",6
24.5,35.8,"bathypelagic",6
24.5,36,"bathypelagic",6
24.5,36.2,"bathypelagic",6
24.5,36.4,"bathypelagic",NA
24.5,37,"bathypelagic",NA
24.5,37.6,"bathypelagic",NA
24.5,37.8,"bathypelagic",NA
24.5,38.4,"bathypelagic",NA
24.5,38.6,"bathypelagic",6
24.5,39.2,"bathypelagic",NA
24.5,39.4,"bathypelagic",NA
24.5,39.6,"bathypelagic",NA
24.5,39.8,"bathypelagic",NA
24.5,40,"bathypelagic",6
24.5,40.2,"bathypelagic",6
24.5,40.4,"bathypelagic",6
24.7,32.2,"bathypelagic",NA
24.7,32.4,"bathypelagic",10
24.7,32.6,"bathypelagic",4
24.7,32.8,"bathypelagic",4
24.7,33,"bathypelagic",4
24.7,33.2,"bathypelagic",10
24.7,33.4,"bathypelagic",10
24.7,33.6,"bathypelagic",10
24.7,33.8,"bathypelagic",4
24.7,34,"bathypelagic",4
24.7,34.2,"bathypelagic",4
24.7,34.4,"bathypelagic",4
24.7,34.6,"bathypelagic",4
24.7,34.8,"bathypelagic",7
24.7,35.6,"bathypelagic",6
24.7,35.8,"bathypelagic",6
24.7,36,"bathypelagic",6
24.7,36.2,"bathypelagic",6
24.7,36.4,"bathypelagic",NA
24.7,36.6,"bathypelagic",NA
24.7,37.2,"bathypelagic",NA
24.7,37.4,"bathypelagic",NA
24.7,38.2,"bathypelagic",NA
24.7,38.4,"bathypelagic",NA
24.7,38.6,"bathypelagic",6
24.7,39,"bathypelagic",6
24.7,39.2,"bathypelagic",6
24.7,39.4,"bathypelagic",NA
24.7,39.6,"bathypelagic",NA
24.7,39.8,"bathypelagic",NA
24.7,40,"bathypelagic",NA
24.7,40.2,"bathypelagic",6
24.7,40.4,"bathypelagic",NA
24.9,32.2,"bathypelagic",3
24.9,32.4,"bathypelagic",10
24.9,32.6,"bathypelagic",4
24.9,32.8,"bathypelagic",4
24.9,33,"bathypelagic",4
24.9,33.2,"bathypelagic",10
24.9,33.4,"bathypelagic",10
24.9,33.6,"bathypelagic",10
24.9,33.8,"bathypelagic",4
24.9,34,"bathypelagic",4
24.9,34.2,"bathypelagic",4
24.9,34.4,"bathypelagic",4
24.9,34.6,"bathypelagic",7
24.9,34.8,"bathypelagic",7
24.9,35.6,"bathypelagic",6
24.9,35.8,"bathypelagic",6
24.9,36,"bathypelagic",6
24.9,36.2,"bathypelagic",6
24.9,36.4,"bathypelagic",NA
24.9,36.8,"bathypelagic",NA
24.9,37.2,"bathypelagic",NA
24.9,38.2,"bathypelagic",6
24.9,38.4,"bathypelagic",NA
24.9,38.6,"bathypelagic",NA
24.9,38.8,"bathypelagic",NA
24.9,39,"bathypelagic",6
24.9,39.2,"bathypelagic",6
24.9,39.4,"bathypelagic",NA
24.9,39.6,"bathypelagic",NA
24.9,39.8,"bathypelagic",NA
24.9,40,"bathypelagic",NA
24.9,40.2,"bathypelagic",NA
24.9,40.4,"bathypelagic",NA
24.9,40.6,"bathypelagic",NA
25.1,32.2,"bathypelagic",10
25.1,32.4,"bathypelagic",10
25.1,32.6,"bathypelagic",4
25.1,32.8,"bathypelagic",4
25.1,33,"bathypelagic",4
25.1,33.2,"bathypelagic",4
25.1,33.4,"bathypelagic",10
25.1,33.6,"bathypelagic",10
25.1,33.8,"bathypelagic",4
25.1,34,"bathypelagic",4
25.1,34.2,"bathypelagic",4
25.1,34.4,"bathypelagic",10
25.1,34.6,"bathypelagic",7
25.1,34.8,"bathypelagic",7
25.1,35.6,"bathypelagic",6
25.1,35.8,"bathypelagic",6
25.1,36,"bathypelagic",6
25.1,36.2,"bathypelagic",6
25.1,36.4,"bathypelagic",NA
25.1,37.4,"bathypelagic",NA
25.1,37.8,"bathypelagic",NA
25.1,38,"bathypelagic",NA
25.1,38.2,"bathypelagic",6
25.1,38.4,"bathypelagic",6
25.1,38.6,"bathypelagic",6
25.1,38.8,"bathypelagic",NA
25.1,39,"bathypelagic",NA
25.1,39.2,"bathypelagic",NA
25.1,39.4,"bathypelagic",NA
25.1,40.2,"bathypelagic",6
25.1,40.4,"bathypelagic",NA
25.1,40.6,"bathypelagic",NA
25.1,40.8,"bathypelagic",NA
25.3,31.8,"bathypelagic",2
25.3,32,"bathypelagic",2
25.3,32.2,"bathypelagic",10
25.3,32.4,"bathypelagic",10
25.3,32.6,"bathypelagic",4
25.3,32.8,"bathypelagic",4
25.3,33,"bathypelagic",4
25.3,33.2,"bathypelagic",4
25.3,33.4,"bathypelagic",4
25.3,33.6,"bathypelagic",4
25.3,33.8,"bathypelagic",4
25.3,34,"bathypelagic",4
25.3,34.2,"bathypelagic",4
25.3,34.4,"bathypelagic",7
25.3,34.6,"bathypelagic",7
25.3,34.8,"bathypelagic",7
25.3,35.6,"bathypelagic",6
25.3,35.8,"bathypelagic",6
25.3,36,"bathypelagic",6
25.3,36.2,"bathypelagic",6
25.3,37.8,"bathypelagic",NA
25.3,38,"bathypelagic",NA
25.3,38.2,"bathypelagic",NA
25.3,38.4,"bathypelagic",NA
25.3,38.6,"bathypelagic",6
25.3,38.8,"bathypelagic",NA
25.3,39,"bathypelagic",NA
25.3,39.2,"bathypelagic",NA
25.3,39.4,"bathypelagic",NA
25.3,39.6,"bathypelagic",NA
25.3,40.2,"bathypelagic",6
25.3,40.4,"bathypelagic",NA
25.3,40.6,"bathypelagic",NA
25.3,40.8,"bathypelagic",NA
25.5,31.8,"bathypelagic",NA
25.5,32,"bathypelagic",2
25.5,32.2,"bathypelagic",10
25.5,32.4,"bathypelagic",4
25.5,32.6,"bathypelagic",4
25.5,32.8,"bathypelagic",4
25.5,33,"bathypelagic",4
25.5,33.2,"bathypelagic",4
25.5,33.4,"bathypelagic",4
25.5,33.6,"bathypelagic",4
25.5,33.8,"bathypelagic",4
25.5,34,"bathypelagic",4
25.5,34.2,"bathypelagic",4
25.5,34.4,"bathypelagic",7
25.5,34.6,"bathypelagic",7
25.5,34.8,"bathypelagic",7
25.5,35.6,"bathypelagic",NA
25.5,35.8,"bathypelagic",6
25.5,36,"bathypelagic",6
25.5,36.2,"bathypelagic",6
25.5,36.6,"bathypelagic",NA
25.5,37.6,"bathypelagic",6
25.5,37.8,"bathypelagic",6
25.5,38,"bathypelagic",6
25.5,38.2,"bathypelagic",NA
25.5,38.4,"bathypelagic",6
25.5,38.8,"bathypelagic",NA
25.5,39,"bathypelagic",NA
25.5,39.2,"bathypelagic",NA
25.5,39.4,"bathypelagic",NA
25.5,39.6,"bathypelagic",NA
25.5,39.8,"bathypelagic",NA
25.5,40.2,"bathypelagic",NA
25.7,31.8,"bathypelagic",NA
25.7,32,"bathypelagic",10
25.7,32.2,"bathypelagic",4
25.7,32.4,"bathypelagic",4
25.7,32.6,"bathypelagic",4
25.7,32.8,"bathypelagic",4
25.7,33,"bathypelagic",4
25.7,33.2,"bathypelagic",4
25.7,33.4,"bathypelagic",4
25.7,33.6,"bathypelagic",4
25.7,33.8,"bathypelagic",4
25.7,34,"bathypelagic",4
25.7,34.2,"bathypelagic",7
25.7,34.4,"bathypelagic",7
25.7,34.6,"bathypelagic",7
25.7,35.6,"bathypelagic",NA
25.7,35.8,"bathypelagic",6
25.7,36,"bathypelagic",6
25.7,36.2,"bathypelagic",6
25.7,37.2,"bathypelagic",NA
25.7,37.4,"bathypelagic",NA
25.7,37.6,"bathypelagic",6
25.7,37.8,"bathypelagic",6
25.7,38,"bathypelagic",NA
25.7,38.2,"bathypelagic",NA
25.7,38.4,"bathypelagic",NA
25.7,38.8,"bathypelagic",NA
25.7,39,"bathypelagic",NA
25.7,39.2,"bathypelagic",NA
25.7,39.4,"bathypelagic",NA
25.7,39.6,"bathypelagic",NA
25.7,39.8,"bathypelagic",NA
25.7,40.6,"bathypelagic",NA
25.9,31.8,"bathypelagic",NA
25.9,32,"bathypelagic",4
25.9,32.2,"bathypelagic",4
25.9,32.4,"bathypelagic",4
25.9,32.6,"bathypelagic",4
25.9,32.8,"bathypelagic",4
25.9,33,"bathypelagic",4
25.9,33.2,"bathypelagic",4
25.9,33.4,"bathypelagic",4
25.9,33.6,"bathypelagic",4
25.9,33.8,"bathypelagic",4
25.9,34,"bathypelagic",4
25.9,34.2,"bathypelagic",7
25.9,34.4,"bathypelagic",7
25.9,34.6,"bathypelagic",7
25.9,34.8,"bathypelagic",3
25.9,35.4,"bathypelagic",NA
25.9,35.6,"bathypelagic",6
25.9,35.8,"bathypelagic",6
25.9,36,"bathypelagic",6
25.9,36.6,"bathypelagic",NA
25.9,37,"bathypelagic",NA
25.9,37.4,"bathypelagic",NA
25.9,37.6,"bathypelagic",NA
25.9,37.8,"bathypelagic",6
25.9,38,"bathypelagic",NA
25.9,38.8,"bathypelagic",NA
25.9,39,"bathypelagic",NA
25.9,39.4,"bathypelagic",NA
25.9,39.6,"bathypelagic",NA
25.9,40,"bathypelagic",NA
25.9,40.4,"bathypelagic",6
25.9,40.6,"bathypelagic",NA
26.1,31.8,"bathypelagic",NA
26.1,32,"bathypelagic",4
26.1,32.2,"bathypelagic",4
26.1,32.4,"bathypelagic",4
26.1,32.6,"bathypelagic",4
26.1,32.8,"bathypelagic",4
26.1,33,"bathypelagic",4
26.1,33.2,"bathypelagic",4
26.1,33.4,"bathypelagic",4
26.1,33.6,"bathypelagic",4
26.1,33.8,"bathypelagic",4
26.1,34,"bathypelagic",4
26.1,34.2,"bathypelagic",7
26.1,34.4,"bathypelagic",7
26.1,34.6,"bathypelagic",7
26.1,34.8,"bathypelagic",3
26.1,35.6,"bathypelagic",6
26.1,35.8,"bathypelagic",6
26.1,36,"bathypelagic",6
26.1,36.2,"bathypelagic",6
26.1,36.4,"bathypelagic",NA
26.1,37.2,"bathypelagic",NA
26.1,37.4,"bathypelagic",NA
26.1,37.8,"bathypelagic",6
26.1,38,"bathypelagic",NA
26.1,38.8,"bathypelagic",NA
26.1,40.4,"bathypelagic",NA
26.3,31.8,"bathypelagic",NA
26.3,32,"bathypelagic",4
26.3,32.2,"bathypelagic",4
26.3,32.4,"bathypelagic",10
26.3,32.6,"bathypelagic",10
26.3,32.8,"bathypelagic",10
26.3,33,"bathypelagic",4
26.3,33.2,"bathypelagic",4
26.3,33.4,"bathypelagic",4
26.3,33.6,"bathypelagic",4
26.3,33.8,"bathypelagic",4
26.3,34,"bathypelagic",4
26.3,34.2,"bathypelagic",4
26.3,34.4,"bathypelagic",4
26.3,34.6,"bathypelagic",7
26.3,34.8,"bathypelagic",7
26.3,35.6,"bathypelagic",6
26.3,36,"bathypelagic",6
26.3,36.2,"bathypelagic",6
