"lon","lat","layer","bioregion"
26.3,34,"epipelagic",4
26.3,34.2,"epipelagic",4
26.3,34.4,"epipelagic",4
26.3,34.6,"epipelagic",4
26.3,34.8,"epipelagic",2
26.3,35.6,"epipelagic",2
26.3,36,"epipelagic",2
26.3,36.2,"epipelagic",2
26.3,36.4,"epipelagic",2
26.3,36.8,"epipelagic",2
26.3,37.2,"epipelagic",2
26.3,37.4,"epipelagic",5
26.3,37.8,"epipelagic",5
26.3,38,"epipelagic",5
26.3,38.8,"epipelagic",10
26.5,31.6,"epipelagic",4
26.5,31.8,"epipelagic",4
26.5,32,"epipelagic",4
26.5,32.2,"epipelagic",4
26.5,32.4,"epipelagic",2
26.5,32.6,"epipelagic",2
26.5,32.8,"epipelagic",4
26.5,33,"epipelagic",4
26.5,33.2,"epipelagic",4
26.5,33.4,"epipelagic",4
26.5,33.6,"epipelagic",4
26.5,33.8,"epipelagic",4
26.5,34,"epipelagic",4
26.5,34.2,"epipelagic",4
26.5,34.4,"epipelagic",4
26.5,34.6,"epipelagic",4
26.5,34.8,"epipelagic",2
26.5,35,"epipelagic",2
26.5,35.2,"epipelagic",2
26.5,35.4,"epipelagic",2
26.5,35.6,"epipelagic",2
26.5,35.8,"epipelagic",2
26.5,36,"epipelagic",2
26.5,36.2,"epipelagic",2
26.5,36.4,"epipelagic",2
26.5,36.8,"epipelagic",2
26.5,38,"epipelagic",2
26.5,38.8,"epipelagic",10
26.7,31.6,"epipelagic",4
26.7,31.8,"epipelagic",4
26.7,32,"epipelagic",4
26.7,32.2,"epipelagic",4
26.7,32.4,"epipelagic",2
26.7,32.6,"epipelagic",11
26.7,32.8,"epipelagic",2
26.7,33,"epipelagic",4
26.7,33.2,"epipelagic",4
26.7,33.4,"epipelagic",4
26.7,33.6,"epipelagic",4
26.7,33.8,"epipelagic",4
26.7,34,"epipelagic",4
26.7,34.2,"epipelagic",4
26.7,34.4,"epipelagic",4
26.7,34.6,"epipelagic",4
26.7,34.8,"epipelagic",4
26.7,35,"epipelagic",2
26.7,35.2,"epipelagic",2
26.7,35.4,"epipelagic",2
26.7,35.6,"epipelagic",2
26.7,35.8,"epipelagic",2
26.7,36,"epipelagic",2
26.7,36.6,"epipelagic",2
26.7,36.8,"epipelagic",2
26.7,37,"epipelagic",2
26.7,38,"epipelagic",2
26.9,31.6,"epipelagic",4
26.9,31.8,"epipelagic",4
26.9,32,"epipelagic",4
26.9,32.2,"epipelagic",2
26.9,32.4,"epipelagic",11
26.9,32.6,"epipelagic",11
26.9,32.8,"epipelagic",2
26.9,33,"epipelagic",4
26.9,33.2,"epipelagic",4
26.9,33.4,"epipelagic",4
26.9,33.6,"epipelagic",4
26.9,33.8,"epipelagic",4
26.9,34,"epipelagic",4
26.9,34.2,"epipelagic",4
26.9,34.4,"epipelagic",4
26.9,34.6,"epipelagic",4
26.9,34.8,"epipelagic",4
26.9,35,"epipelagic",2
26.9,35.2,"epipelagic",2
26.9,35.6,"epipelagic",2
26.9,35.8,"epipelagic",2
26.9,36,"epipelagic",2
26.9,36.2,"epipelagic",2
26.9,36.4,"epipelagic",2
27.1,31.6,"epipelagic",4
27.1,31.8,"epipelagic",4
27.1,32,"epipelagic",4
27.1,32.2,"epipelagic",2
27.1,32.4,"epipelagic",11
27.1,32.6,"epipelagic",11
27.1,32.8,"epipelagic",4
27.1,33,"epipelagic",4
27.1,33.2,"epipelagic",4
27.1,33.4,"epipelagic",4
27.1,33.6,"epipelagic",4
27.1,33.8,"epipelagic",2
27.1,34,"epipelagic",2
27.1,34.2,"epipelagic",4
27.1,34.4,"epipelagic",4
27.1,34.6,"epipelagic",4
27.1,34.8,"epipelagic",4
27.1,35,"epipelagic",2
27.1,35.2,"epipelagic",2
27.1,36,"epipelagic",2
27.1,36.2,"epipelagic",2
27.1,36.4,"epipelagic",2
27.3,31.6,"epipelagic",2
27.3,31.8,"epipelagic",4
27.3,32,"epipelagic",4
27.3,32.2,"epipelagic",2
27.3,32.4,"epipelagic",2
27.3,32.6,"epipelagic",2
27.3,32.8,"epipelagic",2
27.3,33,"epipelagic",4
27.3,33.2,"epipelagic",4
27.3,33.4,"epipelagic",4
27.3,33.6,"epipelagic",2
27.3,33.8,"epipelagic",2
27.3,34,"epipelagic",4
27.3,34.2,"epipelagic",4
27.3,34.4,"epipelagic",4
27.3,34.6,"epipelagic",4
27.3,34.8,"epipelagic",4
27.3,35,"epipelagic",2
27.3,35.2,"epipelagic",4
27.3,35.4,"epipelagic",4
27.3,36,"epipelagic",2
27.3,36.2,"epipelagic",2
27.5,31.4,"epipelagic",2
27.5,31.6,"epipelagic",4
27.5,31.8,"epipelagic",4
27.5,32,"epipelagic",4
27.5,32.2,"epipelagic",4
27.5,32.4,"epipelagic",2
27.5,32.6,"epipelagic",2
27.5,32.8,"epipelagic",2
27.5,33,"epipelagic",2
27.5,33.2,"epipelagic",2
27.5,33.4,"epipelagic",2
27.5,33.6,"epipelagic",2
27.5,33.8,"epipelagic",4
27.5,34,"epipelagic",4
27.5,34.2,"epipelagic",4
27.5,34.4,"epipelagic",4
27.5,34.6,"epipelagic",4
27.5,34.8,"epipelagic",4
27.5,35,"epipelagic",2
27.5,35.2,"epipelagic",4
27.5,35.4,"epipelagic",4
27.5,35.6,"epipelagic",4
27.5,35.8,"epipelagic",2
27.5,36,"epipelagic",2
27.7,31.4,"epipelagic",2
27.7,31.6,"epipelagic",4
27.7,31.8,"epipelagic",4
27.7,32,"epipelagic",4
27.7,32.2,"epipelagic",4
27.7,32.4,"epipelagic",4
27.7,32.6,"epipelagic",2
27.7,32.8,"epipelagic",2
27.7,33,"epipelagic",2
27.7,33.2,"epipelagic",2
27.7,33.4,"epipelagic",4
27.7,33.6,"epipelagic",2
27.7,33.8,"epipelagic",4
27.7,34,"epipelagic",4
27.7,34.2,"epipelagic",4
27.7,34.4,"epipelagic",4
27.7,34.6,"epipelagic",4
27.7,34.8,"epipelagic",4
27.7,35,"epipelagic",4
27.7,35.2,"epipelagic",2
27.7,35.4,"epipelagic",4
27.7,35.6,"epipelagic",4
27.7,36.4,"epipelagic",4
27.9,31.4,"epipelagic",2
27.9,31.6,"epipelagic",4
27.9,31.8,"epipelagic",4
27.9,32,"epipelagic",2
27.9,32.2,"epipelagic",4
27.9,32.4,"epipelagic",4
27.9,32.6,"epipelagic",4
27.9,32.8,"epipelagic",4
27.9,33,"epipelagic",2
27.9,33.2,"epipelagic",4
27.9,33.4,"epipelagic",4
27.9,33.6,"epipelagic",4
27.9,33.8,"epipelagic",4
27.9,34,"epipelagic",4
27.9,34.2,"epipelagic",4
27.9,34.4,"epipelagic",4
27.9,34.6,"epipelagic",4
27.9,34.8,"epipelagic",4
27.9,35,"epipelagic",4
27.9,35.2,"epipelagic",4
27.9,35.4,"epipelagic",2
27.9,35.6,"epipelagic",2
27.9,35.8,"epipelagic",4
28.1,31.2,"epipelagic",11
28.1,31.4,"epipelagic",4
28.1,31.6,"epipelagic",4
28.1,31.8,"epipelagic",4
28.1,32,"epipelagic",2
28.1,32.2,"epipelagic",4
28.1,32.4,"epipelagic",4
28.1,32.6,"epipelagic",4
28.1,32.8,"epipelagic",4
28.1,33,"epipelagic",2
28.1,33.2,"epipelagic",4
28.1,33.4,"epipelagic",4
28.1,33.6,"epipelagic",4
28.1,33.8,"epipelagic",4
28.1,34,"epipelagic",4
28.1,34.2,"epipelagic",4
28.1,34.4,"epipelagic",4
28.1,34.6,"epipelagic",4
28.1,34.8,"epipelagic",4
28.1,35,"epipelagic",4
28.1,35.2,"epipelagic",4
28.1,35.4,"epipelagic",4
28.1,35.6,"epipelagic",4
28.1,35.8,"epipelagic",4
28.3,31.2,"epipelagic",11
28.3,31.4,"epipelagic",4
28.3,31.6,"epipelagic",4
28.3,31.8,"epipelagic",4
28.3,32,"epipelagic",4
28.3,32.2,"epipelagic",4
28.3,32.4,"epipelagic",4
28.3,32.6,"epipelagic",4
28.3,32.8,"epipelagic",4
28.3,33,"epipelagic",4
28.3,33.2,"epipelagic",4
28.3,33.4,"epipelagic",4
28.3,33.6,"epipelagic",4
28.3,33.8,"epipelagic",4
28.3,34,"epipelagic",4
28.3,34.2,"epipelagic",4
28.3,34.4,"epipelagic",4
28.3,34.6,"epipelagic",4
28.3,34.8,"epipelagic",4
28.3,35,"epipelagic",4
28.3,35.2,"epipelagic",4
28.3,35.4,"epipelagic",4
28.3,35.6,"epipelagic",4
28.3,35.8,"epipelagic",4
28.3,36,"epipelagic",4
28.3,36.2,"epipelagic",4
28.3,36.6,"epipelagic",2
28.5,31.2,"epipelagic",4
28.5,31.4,"epipelagic",4
28.5,31.6,"epipelagic",4
28.5,31.8,"epipelagic",4
28.5,32,"epipelagic",4
28.5,32.2,"epipelagic",4
28.5,32.4,"epipelagic",4
28.5,32.6,"epipelagic",4
28.5,32.8,"epipelagic",4
28.5,33,"epipelagic",4
28.5,33.2,"epipelagic",4
28.5,33.4,"epipelagic",4
28.5,33.6,"epipelagic",4
28.5,33.8,"epipelagic",4
28.5,34,"epipelagic",4
28.5,34.2,"epipelagic",4
28.5,34.4,"epipelagic",4
28.5,34.6,"epipelagic",4
28.5,34.8,"epipelagic",4
28.5,35,"epipelagic",4
28.5,35.2,"epipelagic",4
28.5,35.4,"epipelagic",4
28.5,35.6,"epipelagic",4
28.5,35.8,"epipelagic",4
28.5,36,"epipelagic",4
28.5,36.2,"epipelagic",4
28.5,36.4,"epipelagic",4
28.5,36.6,"epipelagic",2
28.7,31.2,"epipelagic",4
28.7,31.4,"epipelagic",4
28.7,31.6,"epipelagic",4
28.7,31.8,"epipelagic",4
28.7,32,"epipelagic",4
28.7,32.2,"epipelagic",4
28.7,32.4,"epipelagic",4
28.7,32.6,"epipelagic",4
28.7,32.8,"epipelagic",4
28.7,33,"epipelagic",4
28.7,33.2,"epipelagic",4
28.7,33.4,"epipelagic",4
28.7,33.6,"epipelagic",4
28.7,33.8,"epipelagic",4
28.7,34,"epipelagic",4
28.7,34.2,"epipelagic",4
28.7,34.4,"epipelagic",4
28.7,34.6,"epipelagic",4
28.7,34.8,"epipelagic",4
28.7,35,"epipelagic",4
28.7,35.2,"epipelagic",4
28.7,35.4,"epipelagic",4
28.7,35.6,"epipelagic",4
28.7,35.8,"epipelagic",4
28.7,36,"epipelagic",4
28.7,36.2,"epipelagic",4
28.7,36.4,"epipelagic",4
28.9,31.2,"epipelagic",4
28.9,31.4,"epipelagic",4
28.9,31.6,"epipelagic",4
28.9,31.8,"epipelagic",4
28.9,32,"epipelagic",4
28.9,32.2,"epipelagic",4
28.9,32.4,"epipelagic",2
28.9,32.6,"epipelagic",2
28.9,32.8,"epipelagic",4
28.9,33,"epipelagic",4
28.9,33.2,"epipelagic",4
28.9,33.4,"epipelagic",2
28.9,33.6,"epipelagic",2
28.9,33.8,"epipelagic",4
28.9,34,"epipelagic",4
28.9,34.2,"epipelagic",4
28.9,34.4,"epipelagic",4
28.9,34.6,"epipelagic",4
28.9,34.8,"epipelagic",4
28.9,35,"epipelagic",4
28.9,35.2,"epipelagic",4
28.9,35.4,"epipelagic",4
28.9,35.6,"epipelagic",4
28.9,35.8,"epipelagic",4
28.9,36,"epipelagic",4
28.9,36.2,"epipelagic",4
28.9,36.4,"epipelagic",4
29.1,31,"epipelagic",2
29.1,31.2,"epipelagic",4
29.1,31.4,"epipelagic",4
29.1,31.6,"epipelagic",4
29.1,31.8,"epipelagic",4
29.1,32,"epipelagic",4
29.1,32.2,"epipelagic",4
29.1,32.4,"epipelagic",2
29.1,32.6,"epipelagic",2
29.1,32.8,"epipelagic",2
29.1,33,"epipelagic",4
29.1,33.2,"epipelagic",2
29.1,33.4,"epipelagic",2
29.1,33.6,"epipelagic",2
29.1,33.8,"epipelagic",2
29.1,34,"epipelagic",4
29.1,34.2,"epipelagic",4
29.1,34.4,"epipelagic",4
29.1,34.6,"epipelagic",4
29.1,34.8,"epipelagic",4
29.1,35,"epipelagic",4
29.1,35.2,"epipelagic",4
29.1,35.4,"epipelagic",4
29.1,35.6,"epipelagic",4
29.1,35.8,"epipelagic",4
29.1,36,"epipelagic",4
29.1,36.2,"epipelagic",4
29.3,31,"epipelagic",2
29.3,31.2,"epipelagic",2
29.3,31.4,"epipelagic",4
29.3,31.6,"epipelagic",4
29.3,31.8,"epipelagic",4
29.3,32,"epipelagic",2
29.3,32.2,"epipelagic",2
29.3,32.4,"epipelagic",2
29.3,32.6,"epipelagic",2
29.3,32.8,"epipelagic",2
29.3,33,"epipelagic",2
29.3,33.2,"epipelagic",2
29.3,33.4,"epipelagic",2
29.3,33.6,"epipelagic",2
29.3,33.8,"epipelagic",2
29.3,34,"epipelagic",2
29.3,34.2,"epipelagic",2
29.3,34.4,"epipelagic",2
29.3,34.6,"epipelagic",2
29.3,34.8,"epipelagic",4
29.3,35,"epipelagic",4
29.3,35.2,"epipelagic",4
29.3,35.4,"epipelagic",4
29.3,35.6,"epipelagic",4
29.3,35.8,"epipelagic",4
29.3,36,"epipelagic",4
29.5,31.2,"epipelagic",2
29.5,31.4,"epipelagic",2
29.5,31.6,"epipelagic",4
29.5,31.8,"epipelagic",2
29.5,32,"epipelagic",2
29.5,32.2,"epipelagic",2
29.5,32.4,"epipelagic",2
29.5,32.6,"epipelagic",2
29.5,32.8,"epipelagic",2
29.5,33,"epipelagic",2
29.5,33.2,"epipelagic",2
29.5,33.4,"epipelagic",2
29.5,33.6,"epipelagic",2
29.5,33.8,"epipelagic",2
29.5,34,"epipelagic",2
29.5,34.2,"epipelagic",2
29.5,34.4,"epipelagic",2
29.5,34.6,"epipelagic",2
29.5,34.8,"epipelagic",4
29.5,35,"epipelagic",4
29.5,35.2,"epipelagic",4
29.5,35.4,"epipelagic",4
29.5,35.6,"epipelagic",4
29.5,35.8,"epipelagic",4
29.5,36,"epipelagic",4
29.7,31.4,"epipelagic",2
29.7,31.6,"epipelagic",2
29.7,31.8,"epipelagic",2
29.7,32,"epipelagic",2
29.7,32.2,"epipelagic",2
29.7,32.4,"epipelagic",2
29.7,32.6,"epipelagic",4
29.7,32.8,"epipelagic",4
29.7,33,"epipelagic",4
29.7,33.2,"epipelagic",2
29.7,33.4,"epipelagic",2
29.7,33.6,"epipelagic",2
29.7,33.8,"epipelagic",2
29.7,34,"epipelagic",2
29.7,34.2,"epipelagic",2
29.7,34.4,"epipelagic",2
29.7,34.6,"epipelagic",2
29.7,34.8,"epipelagic",2
29.7,35,"epipelagic",4
29.7,35.2,"epipelagic",4
29.7,35.4,"epipelagic",4
29.7,35.6,"epipelagic",4
29.7,35.8,"epipelagic",4
29.7,36,"epipelagic",4
29.9,31.4,"epipelagic",2
29.9,31.6,"epipelagic",2
29.9,31.8,"epipelagic",2
29.9,32,"epipelagic",4
29.9,32.2,"epipelagic",4
29.9,32.4,"epipelagic",4
29.9,32.6,"epipelagic",4
29.9,32.8,"epipelagic",4
29.9,33,"epipelagic",4
29.9,33.2,"epipelagic",4
29.9,33.4,"epipelagic",2
29.9,33.6,"epipelagic",2
29.9,33.8,"epipelagic",2
29.9,34,"epipelagic",2
29.9,34.2,"epipelagic",2
29.9,34.4,"epipelagic",2
29.9,34.6,"epipelagic",2
29.9,34.8,"epipelagic",2
29.9,35,"epipelagic",2
29.9,35.2,"epipelagic",2
29.9,35.4,"epipelagic",4
29.9,35.6,"epipelagic",4
29.9,35.8,"epipelagic",4
29.9,36,"epipelagic",4
30.1,31.6,"epipelagic",2
30.1,31.8,"epipelagic",2
30.1,32,"epipelagic",4
30.1,32.2,"epipelagic",4
30.1,32.4,"epipelagic",4
30.1,32.6,"epipelagic",4
30.1,32.8,"epipelagic",4
30.1,33,"epipelagic",4
30.1,33.2,"epipelagic",2
30.1,33.4,"epipelagic",2
30.1,33.6,"epipelagic",4
30.1,33.8,"epipelagic",2
30.1,34,"epipelagic",2
30.1,34.2,"epipelagic",2
30.1,34.4,"epipelagic",2
30.1,34.6,"epipelagic",2
30.1,34.8,"epipelagic",2
30.1,35,"epipelagic",2
30.1,35.2,"epipelagic",4
30.1,35.4,"epipelagic",4
30.1,35.6,"epipelagic",4
30.1,35.8,"epipelagic",4
30.1,36,"epipelagic",4
30.3,31.6,"epipelagic",2
30.3,31.8,"epipelagic",2
30.3,32,"epipelagic",2
30.3,32.2,"epipelagic",4
30.3,32.4,"epipelagic",4
30.3,32.6,"epipelagic",4
30.3,32.8,"epipelagic",4
30.3,33,"epipelagic",5
30.3,33.2,"epipelagic",5
30.3,33.4,"epipelagic",4
30.3,33.6,"epipelagic",4
30.3,33.8,"epipelagic",4
30.3,34,"epipelagic",4
30.3,34.2,"epipelagic",4
30.3,34.4,"epipelagic",4
30.3,34.6,"epipelagic",4
30.3,34.8,"epipelagic",2
30.3,35,"epipelagic",2
30.3,35.2,"epipelagic",4
30.3,35.4,"epipelagic",4
30.3,35.6,"epipelagic",4
30.3,35.8,"epipelagic",4
30.3,36,"epipelagic",4
30.5,31.6,"epipelagic",2
30.5,31.8,"epipelagic",2
30.5,32,"epipelagic",2
30.5,32.2,"epipelagic",4
30.5,32.4,"epipelagic",4
30.5,32.6,"epipelagic",4
30.5,32.8,"epipelagic",2
30.5,33,"epipelagic",5
30.5,33.2,"epipelagic",2
30.5,33.4,"epipelagic",4
30.5,33.6,"epipelagic",4
30.5,33.8,"epipelagic",4
30.5,34,"epipelagic",4
30.5,34.2,"epipelagic",4
30.5,34.4,"epipelagic",4
30.5,34.6,"epipelagic",4
30.5,34.8,"epipelagic",2
30.5,35,"epipelagic",11
30.5,35.2,"epipelagic",2
30.5,35.4,"epipelagic",4
30.5,35.6,"epipelagic",4
30.5,35.8,"epipelagic",4
30.5,36,"epipelagic",4
30.7,31.8,"epipelagic",2
30.7,32,"epipelagic",2
30.7,32.2,"epipelagic",2
30.7,32.4,"epipelagic",4
30.7,32.6,"epipelagic",4
30.7,32.8,"epipelagic",4
30.7,33,"epipelagic",2
30.7,33.2,"epipelagic",5
30.7,33.4,"epipelagic",4
30.7,33.6,"epipelagic",4
30.7,33.8,"epipelagic",4
30.7,34,"epipelagic",4
30.7,34.2,"epipelagic",2
30.7,34.4,"epipelagic",4
30.7,34.6,"epipelagic",4
30.7,34.8,"epipelagic",2
30.7,35,"epipelagic",2
30.7,35.2,"epipelagic",4
30.7,35.4,"epipelagic",4
30.7,35.6,"epipelagic",4
30.7,35.8,"epipelagic",4
30.7,36,"epipelagic",4
30.7,36.2,"epipelagic",4
30.7,36.4,"epipelagic",4
30.7,36.6,"epipelagic",2
30.9,31.8,"epipelagic",2
30.9,32,"epipelagic",2
30.9,32.2,"epipelagic",4
30.9,32.4,"epipelagic",4
30.9,32.6,"epipelagic",4
30.9,32.8,"epipelagic",4
30.9,33,"epipelagic",4
30.9,33.2,"epipelagic",4
30.9,33.4,"epipelagic",5
30.9,33.6,"epipelagic",5
30.9,33.8,"epipelagic",4
30.9,34,"epipelagic",4
30.9,34.2,"epipelagic",2
30.9,34.4,"epipelagic",2
30.9,34.6,"epipelagic",2
30.9,34.8,"epipelagic",2
30.9,35,"epipelagic",2
30.9,35.2,"epipelagic",4
30.9,35.4,"epipelagic",4
30.9,35.6,"epipelagic",4
30.9,35.8,"epipelagic",4
30.9,36,"epipelagic",4
30.9,36.2,"epipelagic",4
30.9,36.4,"epipelagic",4
30.9,36.6,"epipelagic",2
31.1,31.8,"epipelagic",2
31.1,32,"epipelagic",2
31.1,32.2,"epipelagic",4
31.1,32.4,"epipelagic",4
31.1,32.6,"epipelagic",4
31.1,32.8,"epipelagic",4
31.1,33,"epipelagic",4
31.1,33.2,"epipelagic",4
31.1,33.4,"epipelagic",5
31.1,33.6,"epipelagic",5
31.1,33.8,"epipelagic",4
31.1,34,"epipelagic",4
31.1,34.2,"epipelagic",4
31.1,34.4,"epipelagic",2
31.1,34.6,"epipelagic",11
31.1,34.8,"epipelagic",2
31.1,35,"epipelagic",2
31.1,35.2,"epipelagic",4
31.1,35.4,"epipelagic",4
31.1,35.6,"epipelagic",4
31.1,35.8,"epipelagic",4
31.1,36,"epipelagic",4
31.1,36.2,"epipelagic",4
31.1,36.4,"epipelagic",4
31.1,36.6,"epipelagic",5
31.3,31.8,"epipelagic",2
31.3,32,"epipelagic",2
31.3,32.2,"epipelagic",4
31.3,32.4,"epipelagic",4
31.3,32.6,"epipelagic",4
31.3,32.8,"epipelagic",4
31.3,33,"epipelagic",2
31.3,33.2,"epipelagic",5
31.3,33.4,"epipelagic",4
31.3,33.6,"epipelagic",4
31.3,33.8,"epipelagic",4
31.3,34,"epipelagic",4
31.3,34.2,"epipelagic",4
31.3,34.4,"epipelagic",2
31.3,34.6,"epipelagic",5
31.3,34.8,"epipelagic",11
31.3,35,"epipelagic",11
31.3,35.2,"epipelagic",2
31.3,35.4,"epipelagic",4
31.3,35.6,"epipelagic",4
31.3,35.8,"epipelagic",4
31.3,36,"epipelagic",4
31.3,36.2,"epipelagic",4
31.3,36.4,"epipelagic",2
31.3,36.6,"epipelagic",5
31.5,31.6,"epipelagic",2
31.5,31.8,"epipelagic",2
31.5,32,"epipelagic",2
31.5,32.2,"epipelagic",4
31.5,32.4,"epipelagic",4
31.5,32.6,"epipelagic",4
31.5,32.8,"epipelagic",2
31.5,33,"epipelagic",5
31.5,33.2,"epipelagic",2
31.5,33.4,"epipelagic",4
31.5,33.6,"epipelagic",4
31.5,33.8,"epipelagic",4
31.5,34,"epipelagic",4
31.5,34.2,"epipelagic",4
31.5,34.4,"epipelagic",5
31.5,34.6,"epipelagic",5
31.5,34.8,"epipelagic",5
31.5,35,"epipelagic",11
31.5,35.2,"epipelagic",2
31.5,35.4,"epipelagic",4
31.5,35.6,"epipelagic",4
31.5,35.8,"epipelagic",4
31.5,36,"epipelagic",4
31.5,36.2,"epipelagic",2
31.5,36.4,"epipelagic",5
31.5,36.6,"epipelagic",2
31.7,31.6,"epipelagic",2
31.7,31.8,"epipelagic",2
31.7,32,"epipelagic",2
31.7,32.2,"epipelagic",4
31.7,32.4,"epipelagic",4
31.7,32.6,"epipelagic",4
31.7,32.8,"epipelagic",5
31.7,33,"epipelagic",2
31.7,33.2,"epipelagic",2
31.7,33.4,"epipelagic",4
31.7,33.6,"epipelagic",4
31.7,33.8,"epipelagic",4
31.7,34,"epipelagic",4
31.7,34.2,"epipelagic",4
31.7,34.4,"epipelagic",2
31.7,34.6,"epipelagic",5
31.7,34.8,"epipelagic",11
31.7,35,"epipelagic",11
31.7,35.2,"epipelagic",2
31.7,35.4,"epipelagic",4
31.7,35.6,"epipelagic",4
31.7,35.8,"epipelagic",4
31.7,36,"epipelagic",4
31.7,36.2,"epipelagic",4
31.7,36.4,"epipelagic",5
31.9,31.8,"epipelagic",2
31.9,32,"epipelagic",2
31.9,32.2,"epipelagic",4
31.9,32.4,"epipelagic",4
31.9,32.6,"epipelagic",5
31.9,32.8,"epipelagic",4
31.9,33,"epipelagic",4
31.9,33.2,"epipelagic",4
31.9,33.4,"epipelagic",2
31.9,33.6,"epipelagic",4
31.9,33.8,"epipelagic",4
31.9,34,"epipelagic",4
31.9,34.2,"epipelagic",4
31.9,34.4,"epipelagic",2
31.9,34.6,"epipelagic",11
31.9,34.8,"epipelagic",2
31.9,35,"epipelagic",2
31.9,35.2,"epipelagic",2
31.9,35.4,"epipelagic",4
31.9,35.6,"epipelagic",4
31.9,35.8,"epipelagic",4
31.9,36,"epipelagic",4
31.9,36.2,"epipelagic",4
31.9,36.4,"epipelagic",2
32.1,31.6,"epipelagic",2
32.1,31.8,"epipelagic",2
32.1,32,"epipelagic",4
32.1,32.2,"epipelagic",4
32.1,32.4,"epipelagic",2
32.1,32.6,"epipelagic",4
32.1,32.8,"epipelagic",4
32.1,33,"epipelagic",4
32.1,33.2,"epipelagic",4
32.1,33.4,"epipelagic",4
32.1,33.6,"epipelagic",2
32.1,33.8,"epipelagic",4
32.1,34,"epipelagic",4
32.1,34.2,"epipelagic",4
32.1,34.4,"epipelagic",2
32.1,34.6,"epipelagic",2
32.1,34.8,"epipelagic",2
32.1,35,"epipelagic",2
32.1,35.2,"epipelagic",2
32.1,35.4,"epipelagic",2
32.1,35.6,"epipelagic",4
32.1,35.8,"epipelagic",4
32.1,36,"epipelagic",4
32.1,36.2,"epipelagic",2
32.3,31.4,"epipelagic",2
32.3,31.6,"epipelagic",2
32.3,31.8,"epipelagic",2
32.3,32,"epipelagic",4
32.3,32.2,"epipelagic",4
32.3,32.4,"epipelagic",4
32.3,32.6,"epipelagic",4
32.3,32.8,"epipelagic",4
32.3,33,"epipelagic",4
32.3,33.2,"epipelagic",4
32.3,33.4,"epipelagic",4
32.3,33.6,"epipelagic",4
32.3,33.8,"epipelagic",2
32.3,34,"epipelagic",4
32.3,34.2,"epipelagic",2
32.3,34.4,"epipelagic",2
32.3,34.6,"epipelagic",4
32.3,35.4,"epipelagic",2
32.3,35.6,"epipelagic",5
32.3,35.8,"epipelagic",5
32.3,36,"epipelagic",2
32.5,31.4,"epipelagic",2
32.5,31.6,"epipelagic",2
32.5,31.8,"epipelagic",2
32.5,32,"epipelagic",4
32.5,32.2,"epipelagic",4
32.5,32.4,"epipelagic",4
32.5,32.6,"epipelagic",4
32.5,32.8,"epipelagic",4
32.5,33,"epipelagic",4
32.5,33.2,"epipelagic",4
32.5,33.4,"epipelagic",4
32.5,33.6,"epipelagic",4
32.5,33.8,"epipelagic",4
32.5,34,"epipelagic",2
32.5,34.2,"epipelagic",4
32.5,34.4,"epipelagic",4
32.5,34.6,"epipelagic",2
32.5,35.4,"epipelagic",2
32.5,35.6,"epipelagic",2
32.5,35.8,"epipelagic",2
32.5,36,"epipelagic",2
32.7,31.2,"epipelagic",2
32.7,31.4,"epipelagic",2
32.7,31.6,"epipelagic",2
32.7,31.8,"epipelagic",4
32.7,32,"epipelagic",4
32.7,32.2,"epipelagic",4
32.7,32.4,"epipelagic",4
32.7,32.6,"epipelagic",4
32.7,32.8,"epipelagic",4
32.7,33,"epipelagic",4
32.7,33.2,"epipelagic",4
32.7,33.4,"epipelagic",4
32.7,33.6,"epipelagic",4
32.7,33.8,"epipelagic",4
32.7,34,"epipelagic",4
32.7,34.2,"epipelagic",4
32.7,34.4,"epipelagic",4
32.7,35.4,"epipelagic",2
32.7,35.6,"epipelagic",2
32.7,35.8,"epipelagic",2
32.9,31.4,"epipelagic",2
32.9,31.6,"epipelagic",2
32.9,31.8,"epipelagic",4
32.9,32,"epipelagic",4
32.9,32.2,"epipelagic",4
32.9,32.4,"epipelagic",4
32.9,32.6,"epipelagic",4
32.9,32.8,"epipelagic",4
32.9,33,"epipelagic",4
32.9,33.2,"epipelagic",4
32.9,33.4,"epipelagic",4
32.9,33.6,"epipelagic",4
32.9,33.8,"epipelagic",4
32.9,34,"epipelagic",4
32.9,34.2,"epipelagic",4
32.9,34.4,"epipelagic",4
32.9,35.6,"epipelagic",2
32.9,35.8,"epipelagic",2
33.1,31.4,"epipelagic",2
33.1,31.6,"epipelagic",2
33.1,31.8,"epipelagic",4
33.1,32,"epipelagic",4
33.1,32.2,"epipelagic",4
33.1,32.4,"epipelagic",4
33.1,32.6,"epipelagic",4
33.1,32.8,"epipelagic",4
33.1,33,"epipelagic",4
33.1,33.2,"epipelagic",4
33.1,33.4,"epipelagic",4
33.1,33.6,"epipelagic",4
33.1,33.8,"epipelagic",4
33.1,34,"epipelagic",4
33.1,34.2,"epipelagic",4
33.1,34.4,"epipelagic",4
33.1,35.6,"epipelagic",2
33.1,35.8,"epipelagic",2
33.3,31.4,"epipelagic",2
33.3,31.6,"epipelagic",2
33.3,31.8,"epipelagic",4
33.3,32,"epipelagic",4
33.3,32.2,"epipelagic",4
33.3,32.4,"epipelagic",4
33.3,32.6,"epipelagic",4
33.3,32.8,"epipelagic",4
33.3,33,"epipelagic",4
