"lon","lat","layer","trophic","ecoregion"
23.9,35.8,"all","all",10
23.9,36,"all","all",12
23.9,36.2,"all","all",10
23.9,36.4,"all","all",10
23.9,36.6,"all","all",10
23.9,37,"all","all",10
23.9,37.2,"all","all",10
23.9,38.8,"all","all",4
23.9,39,"all","all",11
23.9,39.4,"all","all",3
23.9,39.6,"all","all",3
23.9,39.8,"all","all",4
24.1,32.2,"all","all",1
24.1,32.4,"all","all",15
24.1,32.6,"all","all",14
24.1,32.8,"all","all",14
24.1,33,"all","all",14
24.1,33.2,"all","all",14
24.1,33.4,"all","all",14
24.1,33.6,"all","all",14
24.1,33.8,"all","all",14
24.1,34,"all","all",14
24.1,34.2,"all","all",14
24.1,34.4,"all","all",14
24.1,34.6,"all","all",14
24.1,35,"all","all",15
24.1,35.8,"all","all",12
24.1,36,"all","all",12
24.1,36.2,"all","all",10
24.1,36.4,"all","all",10
24.1,36.8,"all","all",10
24.1,37,"all","all",10
24.1,37.2,"all","all",10
24.1,37.4,"all","all",11
24.1,38.8,"all","all",11
24.1,39.6,"all","all",4
24.1,39.8,"all","all",4
24.1,40.6,"all","all",6
24.3,32.2,"all","all",15
24.3,32.4,"all","all",15
24.3,32.6,"all","all",14
24.3,32.8,"all","all",14
24.3,33,"all","all",14
24.3,33.2,"all","all",14
24.3,33.4,"all","all",14
24.3,33.6,"all","all",15
24.3,33.8,"all","all",15
24.3,34,"all","all",14
24.3,34.2,"all","all",14
24.3,34.4,"all","all",14
24.3,34.6,"all","all",14
24.3,34.8,"all","all",14
24.3,35,"all","all",14
24.3,35.6,"all","all",10
24.3,35.8,"all","all",10
24.3,36,"all","all",10
24.3,36.2,"all","all",10
24.3,36.4,"all","all",12
24.3,37,"all","all",10
24.3,37.2,"all","all",10
24.3,37.8,"all","all",9
24.3,38.6,"all","all",11
24.3,39,"all","all",11
24.3,39.2,"all","all",11
24.3,39.6,"all","all",4
24.3,39.8,"all","all",4
24.3,40,"all","all",4
24.3,40.4,"all","all",4
24.3,40.6,"all","all",16
24.5,32.2,"all","all",15
24.5,32.4,"all","all",15
24.5,32.6,"all","all",14
24.5,32.8,"all","all",14
24.5,33,"all","all",15
24.5,33.2,"all","all",15
24.5,33.4,"all","all",15
24.5,33.6,"all","all",15
24.5,33.8,"all","all",15
24.5,34,"all","all",15
24.5,34.2,"all","all",14
24.5,34.4,"all","all",14
24.5,34.6,"all","all",14
24.5,34.8,"all","all",14
24.5,35.6,"all","all",10
24.5,35.8,"all","all",12
24.5,36,"all","all",10
24.5,36.2,"all","all",10
24.5,36.4,"all","all",10
24.5,37,"all","all",10
24.5,37.6,"all","all",11
24.5,37.8,"all","all",11
24.5,38.4,"all","all",11
24.5,38.6,"all","all",11
24.5,39.2,"all","all",3
24.5,39.4,"all","all",3
24.5,39.6,"all","all",11
24.5,39.8,"all","all",4
24.5,40,"all","all",4
24.5,40.2,"all","all",4
24.5,40.4,"all","all",4
24.7,32.2,"all","all",15
24.7,32.4,"all","all",15
24.7,32.6,"all","all",15
24.7,32.8,"all","all",15
24.7,33,"all","all",15
24.7,33.2,"all","all",15
24.7,33.4,"all","all",15
24.7,33.6,"all","all",15
24.7,33.8,"all","all",15
24.7,34,"all","all",15
24.7,34.2,"all","all",15
24.7,34.4,"all","all",14
24.7,34.6,"all","all",14
24.7,34.8,"all","all",14
24.7,35.6,"all","all",10
24.7,35.8,"all","all",12
24.7,36,"all","all",12
24.7,36.2,"all","all",12
24.7,36.4,"all","all",10
24.7,36.6,"all","all",10
24.7,37.2,"all","all",10
24.7,37.4,"all","all",11
24.7,38.2,"all","all",11
24.7,38.4,"all","all",11
24.7,38.6,"all","all",3
24.7,39,"all","all",3
24.7,39.2,"all","all",3
24.7,39.4,"all","all",3
24.7,39.6,"all","all",3
24.7,39.8,"all","all",4
24.7,40,"all","all",4
24.7,40.2,"all","all",4
24.7,40.4,"all","all",4
24.9,32.2,"all","all",15
24.9,32.4,"all","all",15
24.9,32.6,"all","all",15
24.9,32.8,"all","all",15
24.9,33,"all","all",15
24.9,33.2,"all","all",15
24.9,33.4,"all","all",15
24.9,33.6,"all","all",15
24.9,33.8,"all","all",15
24.9,34,"all","all",15
24.9,34.2,"all","all",15
24.9,34.4,"all","all",14
24.9,34.6,"all","all",14
24.9,34.8,"all","all",14
24.9,35.6,"all","all",10
24.9,35.8,"all","all",12
24.9,36,"all","all",12
24.9,36.2,"all","all",12
24.9,36.4,"all","all",10
24.9,36.8,"all","all",10
24.9,37.2,"all","all",9
24.9,38.2,"all","all",11
24.9,38.4,"all","all",3
24.9,38.6,"all","all",3
24.9,38.8,"all","all",3
24.9,39,"all","all",3
24.9,39.2,"all","all",3
24.9,39.4,"all","all",3
24.9,39.6,"all","all",4
24.9,39.8,"all","all",4
24.9,40,"all","all",4
24.9,40.2,"all","all",4
24.9,40.4,"all","all",4
24.9,40.6,"all","all",4
25.1,32.2,"all","all",15
25.1,32.4,"all","all",15
25.1,32.6,"all","all",15
25.1,32.8,"all","all",15
25.1,33,"all","all",15
25.1,33.2,"all","all",15
25.1,33.4,"all","all",15
25.1,33.6,"all","all",15
25.1,33.8,"all","all",15
25.1,34,"all","all",15
25.1,34.2,"all","all",15
25.1,34.4,"all","all",15
25.1,34.6,"all","all",14
25.1,34.8,"all","all",14
25.1,35.6,"all","all",10
25.1,35.8,"all","all",12
25.1,36,"all","all",12
25.1,36.2,"all","all",12
25.1,36.4,"all","all",10
25.1,37.4,"all","all",1
25.1,37.8,"all","all",11
25.1,38,"all","all",3
25.1,38.2,"all","all",10
25.1,38.4,"all","all",10
25.1,38.6,"all","all",10
25.1,38.8,"all","all",3
25.1,39,"all","all",3
25.1,39.2,"all","all",3
25.1,39.4,"all","all",3
25.1,40.2,"all","all",4
25.1,40.4,"all","all",4
25.1,40.6,"all","all",4
25.1,40.8,"all","all",1
25.3,31.8,"all","all",15
25.3,32,"all","all",15
25.3,32.2,"all","all",15
25.3,32.4,"all","all",15
25.3,32.6,"all","all",15
25.3,32.8,"all","all",15
25.3,33,"all","all",15
25.3,33.2,"all","all",15
25.3,33.4,"all","all",15
25.3,33.6,"all","all",15
25.3,33.8,"all","all",15
25.3,34,"all","all",15
25.3,34.2,"all","all",15
25.3,34.4,"all","all",15
25.3,34.6,"all","all",14
25.3,34.8,"all","all",14
25.3,35.6,"all","all",10
25.3,35.8,"all","all",12
25.3,36,"all","all",12
25.3,36.2,"all","all",10
25.3,37.8,"all","all",3
25.3,38,"all","all",10
25.3,38.2,"all","all",10
25.3,38.4,"all","all",10
25.3,38.6,"all","all",10
25.3,38.8,"all","all",3
25.3,39,"all","all",3
25.3,39.2,"all","all",3
25.3,39.4,"all","all",3
25.3,39.6,"all","all",2
25.3,40.2,"all","all",4
25.3,40.4,"all","all",6
25.3,40.6,"all","all",6
25.3,40.8,"all","all",1
25.5,31.8,"all","all",15
25.5,32,"all","all",15
25.5,32.2,"all","all",15
25.5,32.4,"all","all",15
25.5,32.6,"all","all",15
25.5,32.8,"all","all",15
25.5,33,"all","all",15
25.5,33.2,"all","all",15
25.5,33.4,"all","all",15
25.5,33.6,"all","all",15
25.5,33.8,"all","all",15
25.5,34,"all","all",15
25.5,34.2,"all","all",15
25.5,34.4,"all","all",15
25.5,34.6,"all","all",14
25.5,34.8,"all","all",14
25.5,35.6,"all","all",10
25.5,35.8,"all","all",12
25.5,36,"all","all",12
25.5,36.2,"all","all",7
25.5,36.6,"all","all",10
25.5,37.6,"all","all",10
25.5,37.8,"all","all",10
25.5,38,"all","all",10
25.5,38.2,"all","all",10
25.5,38.4,"all","all",10
25.5,38.8,"all","all",10
25.5,39,"all","all",7
25.5,39.2,"all","all",3
25.5,39.4,"all","all",3
25.5,39.6,"all","all",3
25.5,39.8,"all","all",6
25.5,40.2,"all","all",4
25.7,31.8,"all","all",5
25.7,32,"all","all",15
25.7,32.2,"all","all",15
25.7,32.4,"all","all",15
25.7,32.6,"all","all",15
25.7,32.8,"all","all",15
25.7,33,"all","all",15
25.7,33.2,"all","all",15
25.7,33.4,"all","all",15
25.7,33.6,"all","all",15
25.7,33.8,"all","all",15
25.7,34,"all","all",15
25.7,34.2,"all","all",15
25.7,34.4,"all","all",15
25.7,34.6,"all","all",14
25.7,35.6,"all","all",10
25.7,35.8,"all","all",12
25.7,36,"all","all",12
25.7,36.2,"all","all",7
25.7,37.2,"all","all",10
25.7,37.4,"all","all",10
25.7,37.6,"all","all",10
25.7,37.8,"all","all",10
25.7,38,"all","all",10
25.7,38.2,"all","all",10
25.7,38.4,"all","all",10
25.7,38.8,"all","all",10
25.7,39,"all","all",10
25.7,39.2,"all","all",9
25.7,39.4,"all","all",3
25.7,39.6,"all","all",3
25.7,39.8,"all","all",6
25.7,40.6,"all","all",9
25.9,31.8,"all","all",1
25.9,32,"all","all",15
25.9,32.2,"all","all",15
25.9,32.4,"all","all",15
25.9,32.6,"all","all",15
25.9,32.8,"all","all",15
25.9,33,"all","all",15
25.9,33.2,"all","all",15
25.9,33.4,"all","all",15
25.9,33.6,"all","all",15
25.9,33.8,"all","all",15
25.9,34,"all","all",15
25.9,34.2,"all","all",15
25.9,34.4,"all","all",14
25.9,34.6,"all","all",15
25.9,34.8,"all","all",14
25.9,35.4,"all","all",7
25.9,35.6,"all","all",10
25.9,35.8,"all","all",12
25.9,36,"all","all",10
25.9,36.6,"all","all",7
25.9,37,"all","all",10
25.9,37.4,"all","all",10
25.9,37.6,"all","all",10
25.9,37.8,"all","all",10
25.9,38,"all","all",10
25.9,38.8,"all","all",10
25.9,39,"all","all",10
25.9,39.4,"all","all",3
25.9,39.6,"all","all",3
25.9,40,"all","all",1
25.9,40.4,"all","all",4
25.9,40.6,"all","all",9
26.1,31.8,"all","all",15
26.1,32,"all","all",15
26.1,32.2,"all","all",15
26.1,32.4,"all","all",15
26.1,32.6,"all","all",15
26.1,32.8,"all","all",15
26.1,33,"all","all",15
26.1,33.2,"all","all",15
26.1,33.4,"all","all",15
26.1,33.6,"all","all",15
26.1,33.8,"all","all",15
26.1,34,"all","all",15
26.1,34.2,"all","all",15
26.1,34.4,"all","all",14
26.1,34.6,"all","all",14
26.1,34.8,"all","all",14
26.1,35.6,"all","all",12
26.1,35.8,"all","all",12
26.1,36,"all","all",12
26.1,36.2,"all","all",7
26.1,36.4,"all","all",7
26.1,37.2,"all","all",10
26.1,37.4,"all","all",10
26.1,37.8,"all","all",10
26.1,38,"all","all",10
26.1,38.8,"all","all",10
26.1,40.4,"all","all",4
26.3,31.8,"all","all",15
26.3,32,"all","all",15
26.3,32.2,"all","all",15
26.3,32.4,"all","all",15
26.3,32.6,"all","all",15
26.3,32.8,"all","all",15
26.3,33,"all","all",15
26.3,33.2,"all","all",15
26.3,33.4,"all","all",15
26.3,33.6,"all","all",15
26.3,33.8,"all","all",15
26.3,34,"all","all",15
26.3,34.2,"all","all",15
26.3,34.4,"all","all",14
26.3,34.6,"all","all",14
26.3,34.8,"all","all",14
26.3,35.6,"all","all",12
26.3,36,"all","all",10
26.3,36.2,"all","all",10
26.3,36.4,"all","all",10
26.3,36.8,"all","all",10
26.3,37.2,"all","all",10
26.3,37.4,"all","all",10
26.3,37.8,"all","all",7
26.3,38,"all","all",10
26.3,38.8,"all","all",10
26.5,31.6,"all","all",15
26.5,31.8,"all","all",15
26.5,32,"all","all",15
26.5,32.2,"all","all",15
26.5,32.4,"all","all",15
26.5,32.6,"all","all",15
26.5,32.8,"all","all",15
26.5,33,"all","all",15
26.5,33.2,"all","all",15
26.5,33.4,"all","all",15
26.5,33.6,"all","all",15
26.5,33.8,"all","all",15
26.5,34,"all","all",15
26.5,34.2,"all","all",15
26.5,34.4,"all","all",14
26.5,34.6,"all","all",14
26.5,34.8,"all","all",17
26.5,35,"all","all",5
26.5,35.2,"all","all",10
26.5,35.4,"all","all",10
26.5,35.6,"all","all",12
26.5,35.8,"all","all",12
26.5,36,"all","all",7
26.5,36.2,"all","all",10
26.5,36.4,"all","all",10
26.5,36.8,"all","all",10
26.5,38,"all","all",10
26.5,38.8,"all","all",9
26.7,31.6,"all","all",15
26.7,31.8,"all","all",15
26.7,32,"all","all",15
26.7,32.2,"all","all",15
26.7,32.4,"all","all",15
26.7,32.6,"all","all",15
26.7,32.8,"all","all",15
26.7,33,"all","all",15
26.7,33.2,"all","all",15
26.7,33.4,"all","all",15
26.7,33.6,"all","all",15
26.7,33.8,"all","all",15
26.7,34,"all","all",15
26.7,34.2,"all","all",14
26.7,34.4,"all","all",14
26.7,34.6,"all","all",14
26.7,34.8,"all","all",5
26.7,35,"all","all",5
26.7,35.2,"all","all",12
26.7,35.4,"all","all",10
26.7,35.6,"all","all",12
26.7,35.8,"all","all",10
26.7,36,"all","all",12
26.7,36.6,"all","all",10
26.7,36.8,"all","all",10
26.7,37,"all","all",10
26.7,38,"all","all",10
26.9,31.6,"all","all",15
26.9,31.8,"all","all",15
26.9,32,"all","all",15
26.9,32.2,"all","all",15
26.9,32.4,"all","all",15
26.9,32.6,"all","all",15
26.9,32.8,"all","all",15
26.9,33,"all","all",15
26.9,33.2,"all","all",15
26.9,33.4,"all","all",15
26.9,33.6,"all","all",15
26.9,33.8,"all","all",15
26.9,34,"all","all",15
26.9,34.2,"all","all",14
26.9,34.4,"all","all",14
26.9,34.6,"all","all",5
26.9,34.8,"all","all",5
26.9,35,"all","all",12
26.9,35.2,"all","all",12
26.9,35.6,"all","all",12
26.9,35.8,"all","all",12
26.9,36,"all","all",12
26.9,36.2,"all","all",12
26.9,36.4,"all","all",10
27.1,31.6,"all","all",15
27.1,31.8,"all","all",15
27.1,32,"all","all",15
27.1,32.2,"all","all",15
27.1,32.4,"all","all",15
27.1,32.6,"all","all",15
27.1,32.8,"all","all",15
27.1,33,"all","all",15
27.1,33.2,"all","all",15
27.1,33.4,"all","all",15
27.1,33.6,"all","all",15
27.1,33.8,"all","all",15
27.1,34,"all","all",14
27.1,34.2,"all","all",14
27.1,34.4,"all","all",14
27.1,34.6,"all","all",5
27.1,34.8,"all","all",5
27.1,35,"all","all",12
27.1,35.2,"all","all",12
27.1,36,"all","all",12
27.1,36.2,"all","all",12
27.1,36.4,"all","all",10
27.3,31.6,"all","all",15
27.3,31.8,"all","all",15
27.3,32,"all","all",15
27.3,32.2,"all","all",15
27.3,32.4,"all","all",15
27.3,32.6,"all","all",15
27.3,32.8,"all","all",15
27.3,33,"all","all",15
27.3,33.2,"all","all",15
27.3,33.4,"all","all",15
27.3,33.6,"all","all",15
27.3,33.8,"all","all",15
27.3,34,"all","all",14
27.3,34.2,"all","all",14
27.3,34.4,"all","all",5
27.3,34.6,"all","all",5
27.3,34.8,"all","all",12
27.3,35,"all","all",10
27.3,35.2,"all","all",12
27.3,35.4,"all","all",12
27.3,36,"all","all",10
27.3,36.2,"all","all",10
27.5,31.4,"all","all",15
27.5,31.6,"all","all",15
27.5,31.8,"all","all",15
27.5,32,"all","all",15
27.5,32.2,"all","all",15
27.5,32.4,"all","all",15
27.5,32.6,"all","all",15
27.5,32.8,"all","all",15
27.5,33,"all","all",15
27.5,33.2,"all","all",15
27.5,33.4,"all","all",15
27.5,33.6,"all","all",15
27.5,33.8,"all","all",15
27.5,34,"all","all",14
27.5,34.2,"all","all",14
27.5,34.4,"all","all",5
27.5,34.6,"all","all",12
27.5,34.8,"all","all",12
27.5,35,"all","all",10
27.5,35.2,"all","all",12
27.5,35.4,"all","all",12
27.5,35.6,"all","all",12
27.5,35.8,"all","all",10
27.5,36,"all","all",12
27.7,31.4,"all","all",15
27.7,31.6,"all","all",15
27.7,31.8,"all","all",15
27.7,32,"all","all",15
27.7,32.2,"all","all",15
27.7,32.4,"all","all",15
27.7,32.6,"all","all",15
27.7,32.8,"all","all",15
27.7,33,"all","all",15
27.7,33.2,"all","all",15
27.7,33.4,"all","all",15
27.7,33.6,"all","all",15
27.7,33.8,"all","all",14
27.7,34,"all","all",14
27.7,34.2,"all","all",14
27.7,34.4,"all","all",12
27.7,34.6,"all","all",12
27.7,34.8,"all","all",12
27.7,35,"all","all",12
27.7,35.2,"all","all",12
27.7,35.4,"all","all",12
27.7,35.6,"all","all",12
27.7,36.4,"all","all",10
27.9,31.4,"all","all",15
27.9,31.6,"all","all",15
27.9,31.8,"all","all",15
27.9,32,"all","all",15
27.9,32.2,"all","all",15
27.9,32.4,"all","all",15
27.9,32.6,"all","all",15
27.9,32.8,"all","all",15
27.9,33,"all","all",15
27.9,33.2,"all","all",15
27.9,33.4,"all","all",15
27.9,33.6,"all","all",15
27.9,33.8,"all","all",14
27.9,34,"all","all",14
27.9,34.2,"all","all",14
27.9,34.4,"all","all",12
27.9,34.6,"all","all",12
27.9,34.8,"all","all",12
27.9,35,"all","all",12
27.9,35.2,"all","all",12
27.9,35.4,"all","all",12
27.9,35.6,"all","all",10
27.9,35.8,"all","all",12
28.1,31.2,"all","all",15
28.1,31.4,"all","all",15
28.1,31.6,"all","all",15
28.1,31.8,"all","all",15
28.1,32,"all","all",15
28.1,32.2,"all","all",15
28.1,32.4,"all","all",15
28.1,32.6,"all","all",15
28.1,32.8,"all","all",15
28.1,33,"all","all",15
28.1,33.2,"all","all",15
28.1,33.4,"all","all",15
28.1,33.6,"all","all",15
28.1,33.8,"all","all",15
28.1,34,"all","all",14
28.1,34.2,"all","all",14
28.1,34.4,"all","all",12
28.1,34.6,"all","all",12
28.1,34.8,"all","all",12
28.1,35,"all","all",12
28.1,35.2,"all","all",12
28.1,35.4,"all","all",12
28.1,35.6,"all","all",12
28.1,35.8,"all","all",12
28.3,31.2,"all","all",15
28.3,31.4,"all","all",15
28.3,31.6,"all","all",15
28.3,31.8,"all","all",15
28.3,32,"all","all",15
28.3,32.2,"all","all",15
28.3,32.4,"all","all",15
28.3,32.6,"all","all",15
28.3,32.8,"all","all",15
28.3,33,"all","all",15
28.3,33.2,"all","all",15
28.3,33.4,"all","all",15
28.3,33.6,"all","all",15
28.3,33.8,"all","all",15
28.3,34,"all","all",14
28.3,34.2,"all","all",14
28.3,34.4,"all","all",12
28.3,34.6,"all","all",12
28.3,34.8,"all","all",12
28.3,35,"all","all",12
28.3,35.2,"all","all",12
28.3,35.4,"all","all",12
28.3,35.6,"all","all",12
28.3,35.8,"all","all",12
28.3,36,"all","all",12
28.3,36.2,"all","all",12
28.3,36.6,"all","all",17
28.5,31.2,"all","all",15
28.5,31.4,"all","all",15
28.5,31.6,"all","all",15
28.5,31.8,"all","all",15
28.5,32,"all","all",15
28.5,32.2,"all","all",15
28.5,32.4,"all","all",15
28.5,32.6,"all","all",15
28.5,32.8,"all","all",15
28.5,33,"all","all",15
28.5,33.2,"all","all",15
28.5,33.4,"all","all",15
28.5,33.6,"all","all",15
28.5,33.8,"all","all",15
28.5,34,"all","all",15
28.5,34.2,"all","all",14
28.5,34.4,"all","all",12
28.5,34.6,"all","all",12
28.5,34.8,"all","all",12
28.5,35,"all","all",12
28.5,35.2,"all","all",12
28.5,35.4,"all","all",12
28.5,35.6,"all","all",12
28.5,35.8,"all","all",12
28.5,36,"all","all",12
28.5,36.2,"all","all",5
28.5,36.4,"all","all",17
28.5,36.6,"all","all",17
28.7,31.2,"all","all",15
28.7,31.4,"all","all",15
28.7,31.6,"all","all",15
28.7,31.8,"all","all",15
28.7,32,"all","all",15
28.7,32.2,"all","all",15
28.7,32.4,"all","all",15
28.7,32.6,"all","all",15
28.7,32.8,"all","all",15
28.7,33,"all","all",15
28.7,33.2,"all","all",15
28.7,33.4,"all","all",15
28.7,33.6,"all","all",15
28.7,33.8,"all","all",15
28.7,34,"all","all",15
28.7,34.2,"all","all",14
28.7,34.4,"all","all",3
28.7,34.6,"all","all",12
28.7,34.8,"all","all",12
28.7,35,"all","all",12
28.7,35.2,"all","all",12
28.7,35.4,"all","all",12
28.7,35.6,"all","all",12
28.7,35.8,"all","all",12
28.7,36,"all","all",12
28.7,36.2,"all","all",17
28.7,36.4,"all","all",17
28.9,31.2,"all","all",15
28.9,31.4,"all","all",15
28.9,31.6,"all","all",15
28.9,31.8,"all","all",15
28.9,32,"all","all",15
28.9,32.2,"all","all",15
28.9,32.4,"all","all",15
28.9,32.6,"all","all",15
28.9,32.8,"all","all",15
28.9,33,"all","all",15
28.9,33.2,"all","all",15
28.9,33.4,"all","all",15
28.9,33.6,"all","all",15
28.9,33.8,"all","all",15
28.9,34,"all","all",15
28.9,34.2,"all","all",14
28.9,34.4,"all","all",14
28.9,34.6,"all","all",12
28.9,34.8,"all","all",12
28.9,35,"all","all",12
28.9,35.2,"all","all",12
28.9,35.4,"all","all",12
28.9,35.6,"all","all",12
28.9,35.8,"all","all",12
28.9,36,"all","all",5
28.9,36.2,"all","all",17
28.9,36.4,"all","all",17
29.1,31,"all","all",6
29.1,31.2,"all","all",15
29.1,31.4,"all","all",15
29.1,31.6,"all","all",15
29.1,31.8,"all","all",15
29.1,32,"all","all",15
29.1,32.2,"all","all",15
29.1,32.4,"all","all",15
29.1,32.6,"all","all",15
29.1,32.8,"all","all",15
29.1,33,"all","all",15
29.1,33.2,"all","all",15
29.1,33.4,"all","all",15
29.1,33.6,"all","all",15
29.1,33.8,"all","all",15
29.1,34,"all","all",15
29.1,34.2,"all","all",14
29.1,34.4,"all","all",14
29.1,34.6,"all","all",14
29.1,34.8,"all","all",12
29.1,35,"all","all",12
29.1,35.2,"all","all",12
29.1,35.4,"all","all",12
29.1,35.6,"all","all",12
29.1,35.8,"all","all",5
29.1,36,"all","all",5
29.1,36.2,"all","all",17
29.3,31,"all","all",19
29.3,31.2,"all","all",18
29.3,31.4,"all","all",15
29.3,31.6,"all","all",15
29.3,31.8,"all","all",15
29.3,32,"all","all",15
29.3,32.2,"all","all",15
29.3,32.4,"all","all",15
29.3,32.6,"all","all",15
29.3,32.8,"all","all",15
29.3,33,"all","all",15
29.3,33.2,"all","all",15
29.3,33.4,"all","all",15
29.3,33.6,"all","all",15
29.3,33.8,"all","all",15
29.3,34,"all","all",15
29.3,34.2,"all","all",14
29.3,34.4,"all","all",14
29.3,34.6,"all","all",14
29.3,34.8,"all","all",12
29.3,35,"all","all",12
29.3,35.2,"all","all",12
29.3,35.4,"all","all",12
29.3,35.6,"all","all",12
29.3,35.8,"all","all",5
29.3,36,"all","all",17
29.5,31.2,"all","all",18
29.5,31.4,"all","all",6
29.5,31.6,"all","all",15
29.5,31.8,"all","all",15
29.5,32,"all","all",15
29.5,32.2,"all","all",15
29.5,32.4,"all","all",15
29.5,32.6,"all","all",15
29.5,32.8,"all","all",15
29.5,33,"all","all",15
29.5,33.2,"all","all",15
29.5,33.4,"all","all",15
29.5,33.6,"all","all",15
29.5,33.8,"all","all",15
29.5,34,"all","all",15
29.5,34.2,"all","all",14
29.5,34.4,"all","all",14
29.5,34.6,"all","all",14
29.5,34.8,"all","all",14
29.5,35,"all","all",5
29.5,35.2,"all","all",12
29.5,35.4,"all","all",5
29.5,35.6,"all","all",5
29.5,35.8,"all","all",17
29.5,36,"all","all",17
29.7,31.4,"all","all",18
29.7,31.6,"all","all",15
29.7,31.8,"all","all",15
29.7,32,"all","all",15
29.7,32.2,"all","all",15
29.7,32.4,"all","all",15
29.7,32.6,"all","all",15
29.7,32.8,"all","all",15
29.7,33,"all","all",15
29.7,33.2,"all","all",15
29.7,33.4,"all","all",15
29.7,33.6,"all","all",15
29.7,33.8,"all","all",15
29.7,34,"all","all",15
29.7,34.2,"all","all",14
29.7,34.4,"all","all",14
29.7,34.6,"all","all",14
29.7,34.8,"all","all",14
29.7,35,"all","all",14
29.7,35.2,"all","all",17
29.7,35.4,"all","all",17
29.7,35.6,"all","all",17
29.7,35.8,"all","all",17
29.7,36,"all","all",17
29.9,31.4,"all","all",19
29.9,31.6,"all","all",18
29.9,31.8,"all","all",15
29.9,32,"all","all",15
29.9,32.2,"all","all",15
29.9,32.4,"all","all",15
29.9,32.6,"all","all",15
29.9,32.8,"all","all",15
29.9,33,"all","all",15
29.9,33.2,"all","all",15
29.9,33.4,"all","all",15
29.9,33.6,"all","all",15
29.9,33.8,"all","all",15
29.9,34,"all","all",15
29.9,34.2,"all","all",14
29.9,34.4,"all","all",14
29.9,34.6,"all","all",14
29.9,34.8,"all","all",14
29.9,35,"all","all",14
29.9,35.2,"all","all",14
29.9,35.4,"all","all",17
29.9,35.6,"all","all",17
29.9,35.8,"all","all",17
29.9,36,"all","all",17
30.1,31.6,"all","all",19
30.1,31.8,"all","all",18
30.1,32,"all","all",15
30.1,32.2,"all","all",15
30.1,32.4,"all","all",15
30.1,32.6,"all","all",15
30.1,32.8,"all","all",15
30.1,33,"all","all",15
30.1,33.2,"all","all",15
30.1,33.4,"all","all",15
30.1,33.6,"all","all",15
30.1,33.8,"all","all",15
30.1,34,"all","all",15
30.1,34.2,"all","all",15
30.1,34.4,"all","all",14
30.1,34.6,"all","all",14
30.1,34.8,"all","all",14
30.1,35,"all","all",14
30.1,35.2,"all","all",14
30.1,35.4,"all","all",17
30.1,35.6,"all","all",17
30.1,35.8,"all","all",17
30.1,36,"all","all",17
30.3,31.6,"all","all",17
30.3,31.8,"all","all",19
30.3,32,"all","all",18
30.3,32.2,"all","all",15
30.3,32.4,"all","all",15
30.3,32.6,"all","all",15
30.3,32.8,"all","all",15
30.3,33,"all","all",15
30.3,33.2,"all","all",15
30.3,33.4,"all","all",15
30.3,33.6,"all","all",15
30.3,33.8,"all","all",15
30.3,34,"all","all",15
30.3,34.2,"all","all",15
30.3,34.4,"all","all",15
30.3,34.6,"all","all",14
30.3,34.8,"all","all",14
30.3,35,"all","all",14
30.3,35.2,"all","all",14
30.3,35.4,"all","all",17
30.3,35.6,"all","all",17
30.3,35.8,"all","all",17
30.3,36,"all","all",17
30.5,31.6,"all","all",17
30.5,31.8,"all","all",19
30.5,32,"all","all",19
30.5,32.2,"all","all",15
30.5,32.4,"all","all",15
30.5,32.6,"all","all",15
30.5,32.8,"all","all",15
30.5,33,"all","all",15
30.5,33.2,"all","all",15
30.5,33.4,"all","all",15
30.5,33.6,"all","all",15
30.5,33.8,"all","all",15
30.5,34,"all","all",15
30.5,34.2,"all","all",15
30.5,34.4,"all","all",15
30.5,34.6,"all","all",14
30.5,34.8,"all","all",14
30.5,35,"all","all",14
30.5,35.2,"all","all",14
30.5,35.4,"all","all",17
30.5,35.6,"all","all",17
30.5,35.8,"all","all",17
30.5,36,"all","all",17
30.7,31.8,"all","all",19
30.7,32,"all","all",6
30.7,32.2,"all","all",15
30.7,32.4,"all","all",15
30.7,32.6,"all","all",15
30.7,32.8,"all","all",15
30.7,33,"all","all",15
30.7,33.2,"all","all",15
30.7,33.4,"all","all",15
30.7,33.6,"all","all",15
30.7,33.8,"all","all",15
30.7,34,"all","all",15
30.7,34.2,"all","all",15
30.7,34.4,"all","all",15
30.7,34.6,"all","all",14
30.7,34.8,"all","all",14
30.7,35,"all","all",14
30.7,35.2,"all","all",14
30.7,35.4,"all","all",14
30.7,35.6,"all","all",17
30.7,35.8,"all","all",17
30.7,36,"all","all",17
30.7,36.2,"all","all",17
30.7,36.4,"all","all",17
30.7,36.6,"all","all",17
30.9,31.8,"all","all",19
30.9,32,"all","all",6
30.9,32.2,"all","all",15
30.9,32.4,"all","all",15
30.9,32.6,"all","all",15
30.9,32.8,"all","all",15
30.9,33,"all","all",15
30.9,33.2,"all","all",15
30.9,33.4,"all","all",15
30.9,33.6,"all","all",15
30.9,33.8,"all","all",15
30.9,34,"all","all",15
30.9,34.2,"all","all",15
30.9,34.4,"all","all",15
30.9,34.6,"all","all",14
30.9,34.8,"all","all",14
30.9,35,"all","all",14
30.9,35.2,"all","all",14
30.9,35.4,"all","all",17
30.9,35.6,"all","all",17
30.9,35.8,"all","all",17
30.9,36,"all","all",17
30.9,36.2,"all","all",17
30.9,36.4,"all","all",17
30.9,36.6,"all","all",17
