"lon","lat","layer","trophic","ecoregion"
14.5,34.2,"pelagic","top predators",11
14.5,34.4,"pelagic","top predators",6
14.5,34.6,"pelagic","top predators",3
14.5,34.8,"pelagic","top predators",3
14.5,35,"pelagic","top predators",5
14.5,35.2,"pelagic","top predators",5
14.5,35.4,"pelagic","top predators",5
14.5,35.6,"pelagic","top predators",5
14.5,36.2,"pelagic","top predators",8
14.5,36.4,"pelagic","top predators",7
14.5,36.6,"pelagic","top predators",6
14.5,38.2,"pelagic","top predators",1
14.5,38.4,"pelagic","top predators",8
14.5,38.8,"pelagic","top predators",8
14.5,39,"pelagic","top predators",8
14.5,39.2,"pelagic","top predators",8
14.5,39.4,"pelagic","top predators",8
14.5,39.6,"pelagic","top predators",8
14.5,39.8,"pelagic","top predators",8
14.5,40,"pelagic","top predators",1
14.5,40.2,"pelagic","top predators",1
14.5,40.4,"pelagic","top predators",9
14.5,42.6,"pelagic","top predators",5
14.5,42.8,"pelagic","top predators",5
14.5,43,"pelagic","top predators",5
14.5,43.2,"pelagic","top predators",5
14.5,43.4,"pelagic","top predators",5
14.5,43.6,"pelagic","top predators",8
14.5,43.8,"pelagic","top predators",8
14.5,44,"pelagic","top predators",8
14.5,44.2,"pelagic","top predators",8
14.7,32.6,"pelagic","top predators",3
14.7,32.8,"pelagic","top predators",5
14.7,33,"pelagic","top predators",3
14.7,33.2,"pelagic","top predators",3
14.7,33.4,"pelagic","top predators",11
14.7,33.6,"pelagic","top predators",6
14.7,33.8,"pelagic","top predators",6
14.7,34,"pelagic","top predators",11
14.7,34.2,"pelagic","top predators",11
14.7,34.4,"pelagic","top predators",6
14.7,34.6,"pelagic","top predators",6
14.7,34.8,"pelagic","top predators",3
14.7,35,"pelagic","top predators",5
14.7,35.2,"pelagic","top predators",5
14.7,35.4,"pelagic","top predators",5
14.7,35.6,"pelagic","top predators",7
14.7,35.8,"pelagic","top predators",7
14.7,36,"pelagic","top predators",3
14.7,36.2,"pelagic","top predators",8
14.7,36.4,"pelagic","top predators",7
14.7,36.6,"pelagic","top predators",10
14.7,38.4,"pelagic","top predators",8
14.7,38.6,"pelagic","top predators",8
14.7,38.8,"pelagic","top predators",8
14.7,39,"pelagic","top predators",8
14.7,39.2,"pelagic","top predators",8
14.7,39.4,"pelagic","top predators",8
14.7,39.6,"pelagic","top predators",8
14.7,39.8,"pelagic","top predators",8
14.7,40,"pelagic","top predators",8
14.7,40.2,"pelagic","top predators",10
14.7,40.4,"pelagic","top predators",10
14.7,42.4,"pelagic","top predators",3
14.7,42.6,"pelagic","top predators",5
14.7,42.8,"pelagic","top predators",5
14.7,43,"pelagic","top predators",8
14.7,43.2,"pelagic","top predators",8
14.7,43.4,"pelagic","top predators",8
14.7,43.6,"pelagic","top predators",8
14.7,43.8,"pelagic","top predators",8
14.7,44,"pelagic","top predators",8
14.9,32.6,"pelagic","top predators",3
14.9,32.8,"pelagic","top predators",6
14.9,33,"pelagic","top predators",3
14.9,33.2,"pelagic","top predators",3
14.9,33.4,"pelagic","top predators",11
14.9,33.6,"pelagic","top predators",11
14.9,33.8,"pelagic","top predators",11
14.9,34,"pelagic","top predators",6
14.9,34.2,"pelagic","top predators",6
14.9,34.4,"pelagic","top predators",6
14.9,34.6,"pelagic","top predators",6
14.9,34.8,"pelagic","top predators",6
14.9,35,"pelagic","top predators",5
14.9,35.2,"pelagic","top predators",5
14.9,35.4,"pelagic","top predators",5
14.9,35.6,"pelagic","top predators",7
14.9,35.8,"pelagic","top predators",7
14.9,36,"pelagic","top predators",6
14.9,36.2,"pelagic","top predators",8
14.9,36.4,"pelagic","top predators",7
14.9,36.6,"pelagic","top predators",6
14.9,38.8,"pelagic","top predators",8
14.9,39,"pelagic","top predators",8
14.9,39.2,"pelagic","top predators",8
14.9,39.4,"pelagic","top predators",8
14.9,39.6,"pelagic","top predators",8
14.9,39.8,"pelagic","top predators",8
14.9,40,"pelagic","top predators",1
14.9,42.2,"pelagic","top predators",3
14.9,42.4,"pelagic","top predators",5
14.9,42.6,"pelagic","top predators",5
14.9,42.8,"pelagic","top predators",8
14.9,43,"pelagic","top predators",8
14.9,43.2,"pelagic","top predators",8
14.9,43.4,"pelagic","top predators",8
14.9,43.6,"pelagic","top predators",8
14.9,43.8,"pelagic","top predators",8
15.1,32.6,"pelagic","top predators",3
15.1,32.8,"pelagic","top predators",3
15.1,33,"pelagic","top predators",3
15.1,33.2,"pelagic","top predators",11
15.1,33.4,"pelagic","top predators",11
15.1,33.6,"pelagic","top predators",11
15.1,33.8,"pelagic","top predators",11
15.1,34,"pelagic","top predators",6
15.1,34.2,"pelagic","top predators",6
15.1,34.4,"pelagic","top predators",6
15.1,34.6,"pelagic","top predators",6
15.1,34.8,"pelagic","top predators",6
15.1,35,"pelagic","top predators",6
15.1,35.2,"pelagic","top predators",5
15.1,35.4,"pelagic","top predators",5
15.1,35.6,"pelagic","top predators",7
15.1,35.8,"pelagic","top predators",7
15.1,36,"pelagic","top predators",7
15.1,36.2,"pelagic","top predators",7
15.1,36.4,"pelagic","top predators",6
15.1,38.4,"pelagic","top predators",8
15.1,39,"pelagic","top predators",8
15.1,39.2,"pelagic","top predators",8
15.1,39.4,"pelagic","top predators",8
15.1,39.6,"pelagic","top predators",8
15.1,39.8,"pelagic","top predators",8
15.1,40,"pelagic","top predators",1
15.1,42.2,"pelagic","top predators",3
15.1,42.4,"pelagic","top predators",5
15.1,42.6,"pelagic","top predators",8
15.1,42.8,"pelagic","top predators",8
15.1,43,"pelagic","top predators",8
15.1,43.2,"pelagic","top predators",8
15.1,43.4,"pelagic","top predators",8
15.1,43.6,"pelagic","top predators",8
15.1,43.8,"pelagic","top predators",8
15.3,32.6,"pelagic","top predators",6
15.3,32.8,"pelagic","top predators",3
15.3,33,"pelagic","top predators",11
15.3,33.2,"pelagic","top predators",11
15.3,33.4,"pelagic","top predators",11
15.3,33.6,"pelagic","top predators",11
15.3,33.8,"pelagic","top predators",11
15.3,34,"pelagic","top predators",6
15.3,34.2,"pelagic","top predators",6
15.3,34.4,"pelagic","top predators",6
15.3,34.6,"pelagic","top predators",6
15.3,34.8,"pelagic","top predators",6
15.3,35,"pelagic","top predators",6
15.3,35.2,"pelagic","top predators",5
15.3,35.4,"pelagic","top predators",5
15.3,35.6,"pelagic","top predators",6
15.3,35.8,"pelagic","top predators",7
15.3,36,"pelagic","top predators",7
15.3,36.2,"pelagic","top predators",8
15.3,36.4,"pelagic","top predators",1
15.3,36.6,"pelagic","top predators",6
15.3,36.8,"pelagic","top predators",1
15.3,37.4,"pelagic","top predators",8
15.3,37.6,"pelagic","top predators",8
15.3,38.4,"pelagic","top predators",1
15.3,38.6,"pelagic","top predators",8
15.3,39,"pelagic","top predators",8
15.3,39.2,"pelagic","top predators",8
15.3,39.4,"pelagic","top predators",8
15.3,39.6,"pelagic","top predators",1
15.3,39.8,"pelagic","top predators",1
15.3,42.2,"pelagic","top predators",3
15.3,42.4,"pelagic","top predators",5
15.3,42.6,"pelagic","top predators",8
15.3,42.8,"pelagic","top predators",8
15.3,43,"pelagic","top predators",8
15.3,43.2,"pelagic","top predators",8
15.3,43.4,"pelagic","top predators",8
15.3,43.6,"pelagic","top predators",8
15.5,32,"pelagic","top predators",11
15.5,32.2,"pelagic","top predators",11
15.5,32.4,"pelagic","top predators",11
15.5,32.6,"pelagic","top predators",6
15.5,32.8,"pelagic","top predators",11
15.5,33,"pelagic","top predators",11
15.5,33.2,"pelagic","top predators",11
15.5,33.4,"pelagic","top predators",11
15.5,33.6,"pelagic","top predators",11
15.5,33.8,"pelagic","top predators",11
15.5,34,"pelagic","top predators",6
15.5,34.2,"pelagic","top predators",6
15.5,34.4,"pelagic","top predators",6
15.5,34.6,"pelagic","top predators",6
15.5,34.8,"pelagic","top predators",6
15.5,35,"pelagic","top predators",6
15.5,35.2,"pelagic","top predators",5
15.5,35.4,"pelagic","top predators",5
15.5,35.6,"pelagic","top predators",5
15.5,35.8,"pelagic","top predators",5
15.5,36,"pelagic","top predators",8
15.5,36.2,"pelagic","top predators",8
15.5,36.4,"pelagic","top predators",8
15.5,36.6,"pelagic","top predators",8
15.5,36.8,"pelagic","top predators",8
15.5,37,"pelagic","top predators",8
15.5,37.2,"pelagic","top predators",8
15.5,37.4,"pelagic","top predators",8
15.5,37.6,"pelagic","top predators",8
15.5,37.8,"pelagic","top predators",9
15.5,38.4,"pelagic","top predators",1
15.5,38.6,"pelagic","top predators",1
15.5,38.8,"pelagic","top predators",8
15.5,39,"pelagic","top predators",8
15.5,39.2,"pelagic","top predators",8
15.5,39.4,"pelagic","top predators",1
15.5,39.6,"pelagic","top predators",1
15.5,39.8,"pelagic","top predators",1
15.5,42.4,"pelagic","top predators",5
15.5,42.6,"pelagic","top predators",1
15.5,42.8,"pelagic","top predators",8
15.5,43,"pelagic","top predators",8
15.5,43.2,"pelagic","top predators",8
15.5,43.4,"pelagic","top predators",8
15.7,31.6,"pelagic","top predators",11
15.7,31.8,"pelagic","top predators",11
15.7,32,"pelagic","top predators",11
15.7,32.2,"pelagic","top predators",11
15.7,32.4,"pelagic","top predators",11
15.7,32.6,"pelagic","top predators",11
15.7,32.8,"pelagic","top predators",11
15.7,33,"pelagic","top predators",11
15.7,33.2,"pelagic","top predators",11
15.7,33.4,"pelagic","top predators",11
15.7,33.6,"pelagic","top predators",11
15.7,33.8,"pelagic","top predators",11
15.7,34,"pelagic","top predators",11
15.7,34.2,"pelagic","top predators",6
15.7,34.4,"pelagic","top predators",6
15.7,34.6,"pelagic","top predators",6
15.7,34.8,"pelagic","top predators",6
15.7,35,"pelagic","top predators",6
15.7,35.2,"pelagic","top predators",5
15.7,35.4,"pelagic","top predators",5
15.7,35.6,"pelagic","top predators",5
15.7,35.8,"pelagic","top predators",5
15.7,36,"pelagic","top predators",8
15.7,36.2,"pelagic","top predators",8
15.7,36.4,"pelagic","top predators",8
15.7,36.6,"pelagic","top predators",8
15.7,36.8,"pelagic","top predators",8
15.7,37,"pelagic","top predators",8
15.7,37.2,"pelagic","top predators",8
15.7,37.4,"pelagic","top predators",8
15.7,37.6,"pelagic","top predators",1
15.7,37.8,"pelagic","top predators",1
15.7,38.4,"pelagic","top predators",1
15.7,38.6,"pelagic","top predators",1
15.7,38.8,"pelagic","top predators",1
15.7,39,"pelagic","top predators",1
15.7,39.2,"pelagic","top predators",1
15.7,39.4,"pelagic","top predators",1
15.7,39.6,"pelagic","top predators",1
15.7,42.2,"pelagic","top predators",5
15.7,42.4,"pelagic","top predators",8
15.7,42.6,"pelagic","top predators",1
15.7,42.8,"pelagic","top predators",1
15.7,43.2,"pelagic","top predators",1
15.7,43.4,"pelagic","top predators",8
15.9,31.6,"pelagic","top predators",11
15.9,31.8,"pelagic","top predators",11
15.9,32,"pelagic","top predators",11
15.9,32.2,"pelagic","top predators",11
15.9,32.4,"pelagic","top predators",11
15.9,32.6,"pelagic","top predators",11
15.9,32.8,"pelagic","top predators",11
15.9,33,"pelagic","top predators",11
15.9,33.2,"pelagic","top predators",11
15.9,33.4,"pelagic","top predators",11
15.9,33.6,"pelagic","top predators",11
15.9,33.8,"pelagic","top predators",11
15.9,34,"pelagic","top predators",11
15.9,34.2,"pelagic","top predators",11
15.9,34.4,"pelagic","top predators",6
15.9,34.6,"pelagic","top predators",6
15.9,34.8,"pelagic","top predators",6
15.9,35,"pelagic","top predators",5
15.9,35.2,"pelagic","top predators",5
15.9,35.4,"pelagic","top predators",5
15.9,35.6,"pelagic","top predators",5
15.9,35.8,"pelagic","top predators",5
15.9,36,"pelagic","top predators",8
15.9,36.2,"pelagic","top predators",8
15.9,36.4,"pelagic","top predators",8
15.9,36.6,"pelagic","top predators",8
15.9,36.8,"pelagic","top predators",8
15.9,37,"pelagic","top predators",8
15.9,37.2,"pelagic","top predators",8
15.9,37.4,"pelagic","top predators",8
15.9,37.6,"pelagic","top predators",8
15.9,37.8,"pelagic","top predators",1
15.9,38.8,"pelagic","top predators",1
15.9,39,"pelagic","top predators",1
15.9,39.2,"pelagic","top predators",1
15.9,42.2,"pelagic","top predators",11
15.9,42.4,"pelagic","top predators",1
15.9,42.6,"pelagic","top predators",1
15.9,42.8,"pelagic","top predators",1
15.9,43,"pelagic","top predators",8
15.9,43.2,"pelagic","top predators",1
15.9,43.4,"pelagic","top predators",1
16.1,31.4,"pelagic","top predators",1
16.1,31.6,"pelagic","top predators",11
16.1,31.8,"pelagic","top predators",11
16.1,32,"pelagic","top predators",11
16.1,32.2,"pelagic","top predators",11
16.1,32.4,"pelagic","top predators",11
16.1,32.6,"pelagic","top predators",11
16.1,32.8,"pelagic","top predators",11
16.1,33,"pelagic","top predators",11
16.1,33.2,"pelagic","top predators",11
16.1,33.4,"pelagic","top predators",11
16.1,33.6,"pelagic","top predators",11
16.1,33.8,"pelagic","top predators",11
16.1,34,"pelagic","top predators",11
16.1,34.2,"pelagic","top predators",11
16.1,34.4,"pelagic","top predators",3
16.1,34.6,"pelagic","top predators",3
16.1,34.8,"pelagic","top predators",5
16.1,35,"pelagic","top predators",5
16.1,35.2,"pelagic","top predators",5
16.1,35.4,"pelagic","top predators",5
16.1,35.6,"pelagic","top predators",5
16.1,35.8,"pelagic","top predators",5
16.1,36,"pelagic","top predators",5
16.1,36.2,"pelagic","top predators",5
16.1,36.4,"pelagic","top predators",5
16.1,36.6,"pelagic","top predators",8
16.1,36.8,"pelagic","top predators",8
16.1,37,"pelagic","top predators",8
16.1,37.2,"pelagic","top predators",8
16.1,37.4,"pelagic","top predators",8
16.1,37.6,"pelagic","top predators",8
16.1,37.8,"pelagic","top predators",8
16.1,42.2,"pelagic","top predators",11
16.1,42.4,"pelagic","top predators",1
16.1,42.6,"pelagic","top predators",1
16.1,42.8,"pelagic","top predators",1
16.1,43.2,"pelagic","top predators",1
16.3,31.4,"pelagic","top predators",11
16.3,31.6,"pelagic","top predators",11
16.3,31.8,"pelagic","top predators",11
16.3,32,"pelagic","top predators",11
16.3,32.2,"pelagic","top predators",11
16.3,32.4,"pelagic","top predators",11
16.3,32.6,"pelagic","top predators",11
16.3,32.8,"pelagic","top predators",11
16.3,33,"pelagic","top predators",11
16.3,33.2,"pelagic","top predators",11
16.3,33.4,"pelagic","top predators",11
16.3,33.6,"pelagic","top predators",11
16.3,33.8,"pelagic","top predators",11
16.3,34,"pelagic","top predators",11
16.3,34.2,"pelagic","top predators",11
16.3,34.4,"pelagic","top predators",3
16.3,34.6,"pelagic","top predators",5
16.3,34.8,"pelagic","top predators",3
16.3,35,"pelagic","top predators",5
16.3,35.2,"pelagic","top predators",5
16.3,35.4,"pelagic","top predators",5
16.3,35.6,"pelagic","top predators",5
16.3,35.8,"pelagic","top predators",5
16.3,36,"pelagic","top predators",5
16.3,36.2,"pelagic","top predators",5
16.3,36.4,"pelagic","top predators",5
16.3,36.6,"pelagic","top predators",5
16.3,36.8,"pelagic","top predators",8
16.3,37,"pelagic","top predators",8
16.3,37.2,"pelagic","top predators",8
16.3,37.4,"pelagic","top predators",8
16.3,37.6,"pelagic","top predators",8
16.3,37.8,"pelagic","top predators",8
16.3,38,"pelagic","top predators",8
16.3,41.6,"pelagic","top predators",4
16.3,41.8,"pelagic","top predators",2
16.3,42,"pelagic","top predators",3
16.3,42.2,"pelagic","top predators",1
16.3,42.6,"pelagic","top predators",1
16.3,42.8,"pelagic","top predators",1
16.5,31.4,"pelagic","top predators",11
16.5,31.6,"pelagic","top predators",11
16.5,31.8,"pelagic","top predators",11
16.5,32,"pelagic","top predators",11
16.5,32.2,"pelagic","top predators",11
16.5,32.4,"pelagic","top predators",11
16.5,32.6,"pelagic","top predators",11
16.5,32.8,"pelagic","top predators",11
16.5,33,"pelagic","top predators",11
16.5,33.2,"pelagic","top predators",11
16.5,33.4,"pelagic","top predators",11
16.5,33.6,"pelagic","top predators",11
16.5,33.8,"pelagic","top predators",11
16.5,34,"pelagic","top predators",11
16.5,34.2,"pelagic","top predators",11
16.5,34.4,"pelagic","top predators",11
16.5,34.6,"pelagic","top predators",5
16.5,34.8,"pelagic","top predators",5
16.5,35,"pelagic","top predators",5
16.5,35.2,"pelagic","top predators",5
16.5,35.4,"pelagic","top predators",5
16.5,35.6,"pelagic","top predators",5
16.5,35.8,"pelagic","top predators",5
16.5,36,"pelagic","top predators",5
16.5,36.2,"pelagic","top predators",5
16.5,36.4,"pelagic","top predators",5
16.5,36.6,"pelagic","top predators",5
16.5,36.8,"pelagic","top predators",8
16.5,37,"pelagic","top predators",8
16.5,37.2,"pelagic","top predators",8
16.5,37.4,"pelagic","top predators",8
16.5,37.6,"pelagic","top predators",8
16.5,37.8,"pelagic","top predators",8
16.5,38,"pelagic","top predators",8
16.5,38.2,"pelagic","top predators",8
16.5,41.4,"pelagic","top predators",4
16.5,41.6,"pelagic","top predators",11
16.5,41.8,"pelagic","top predators",11
16.5,42,"pelagic","top predators",11
16.5,42.2,"pelagic","top predators",1
16.5,42.4,"pelagic","top predators",1
16.5,42.6,"pelagic","top predators",1
16.5,43,"pelagic","top predators",8
16.7,31.4,"pelagic","top predators",11
16.7,31.6,"pelagic","top predators",11
16.7,31.8,"pelagic","top predators",11
16.7,32,"pelagic","top predators",11
16.7,32.2,"pelagic","top predators",11
16.7,32.4,"pelagic","top predators",11
16.7,32.6,"pelagic","top predators",11
16.7,32.8,"pelagic","top predators",11
16.7,33,"pelagic","top predators",11
16.7,33.2,"pelagic","top predators",11
16.7,33.4,"pelagic","top predators",11
16.7,33.6,"pelagic","top predators",11
16.7,33.8,"pelagic","top predators",11
16.7,34,"pelagic","top predators",11
16.7,34.2,"pelagic","top predators",11
16.7,34.4,"pelagic","top predators",11
16.7,34.6,"pelagic","top predators",4
16.7,34.8,"pelagic","top predators",5
16.7,35,"pelagic","top predators",5
16.7,35.2,"pelagic","top predators",5
16.7,35.4,"pelagic","top predators",5
16.7,35.6,"pelagic","top predators",5
16.7,35.8,"pelagic","top predators",5
16.7,36,"pelagic","top predators",5
16.7,36.2,"pelagic","top predators",5
16.7,36.4,"pelagic","top predators",5
16.7,36.6,"pelagic","top predators",5
16.7,36.8,"pelagic","top predators",5
16.7,37,"pelagic","top predators",5
16.7,37.2,"pelagic","top predators",8
16.7,37.4,"pelagic","top predators",8
16.7,37.6,"pelagic","top predators",8
16.7,37.8,"pelagic","top predators",8
16.7,38,"pelagic","top predators",8
16.7,38.2,"pelagic","top predators",8
16.7,38.4,"pelagic","top predators",9
16.7,38.6,"pelagic","top predators",9
16.7,39.8,"pelagic","top predators",11
16.7,41.4,"pelagic","top predators",11
16.7,41.6,"pelagic","top predators",11
16.7,41.8,"pelagic","top predators",11
16.7,42,"pelagic","top predators",11
16.7,42.2,"pelagic","top predators",1
16.7,42.4,"pelagic","top predators",1
16.7,42.6,"pelagic","top predators",1
16.9,31.4,"pelagic","top predators",11
16.9,31.6,"pelagic","top predators",11
16.9,31.8,"pelagic","top predators",11
16.9,32,"pelagic","top predators",11
16.9,32.2,"pelagic","top predators",11
16.9,32.4,"pelagic","top predators",11
16.9,32.6,"pelagic","top predators",11
16.9,32.8,"pelagic","top predators",11
16.9,33,"pelagic","top predators",11
16.9,33.2,"pelagic","top predators",11
16.9,33.4,"pelagic","top predators",11
16.9,33.6,"pelagic","top predators",11
16.9,33.8,"pelagic","top predators",11
16.9,34,"pelagic","top predators",11
16.9,34.2,"pelagic","top predators",11
16.9,34.4,"pelagic","top predators",11
16.9,34.6,"pelagic","top predators",4
16.9,34.8,"pelagic","top predators",5
16.9,35,"pelagic","top predators",5
16.9,35.2,"pelagic","top predators",5
16.9,35.4,"pelagic","top predators",5
16.9,35.6,"pelagic","top predators",5
16.9,35.8,"pelagic","top predators",5
16.9,36,"pelagic","top predators",5
16.9,36.2,"pelagic","top predators",5
16.9,36.4,"pelagic","top predators",5
16.9,36.6,"pelagic","top predators",5
16.9,36.8,"pelagic","top predators",5
16.9,37,"pelagic","top predators",5
16.9,37.2,"pelagic","top predators",5
16.9,37.4,"pelagic","top predators",5
16.9,37.6,"pelagic","top predators",8
16.9,37.8,"pelagic","top predators",8
16.9,38,"pelagic","top predators",8
16.9,38.2,"pelagic","top predators",8
16.9,38.4,"pelagic","top predators",8
16.9,38.6,"pelagic","top predators",9
16.9,38.8,"pelagic","top predators",9
16.9,39.8,"pelagic","top predators",1
16.9,40,"pelagic","top predators",1
16.9,40.2,"pelagic","top predators",1
16.9,41.4,"pelagic","top predators",11
16.9,41.6,"pelagic","top predators",11
16.9,41.8,"pelagic","top predators",11
16.9,42,"pelagic","top predators",1
16.9,42.2,"pelagic","top predators",1
16.9,42.4,"pelagic","top predators",1
16.9,42.6,"pelagic","top predators",1
17.1,31.4,"pelagic","top predators",11
17.1,31.6,"pelagic","top predators",11
17.1,31.8,"pelagic","top predators",11
17.1,32,"pelagic","top predators",11
17.1,32.2,"pelagic","top predators",11
17.1,32.4,"pelagic","top predators",11
17.1,32.6,"pelagic","top predators",11
17.1,32.8,"pelagic","top predators",11
17.1,33,"pelagic","top predators",11
17.1,33.2,"pelagic","top predators",11
17.1,33.4,"pelagic","top predators",11
17.1,33.6,"pelagic","top predators",11
17.1,33.8,"pelagic","top predators",11
17.1,34,"pelagic","top predators",11
17.1,34.2,"pelagic","top predators",11
17.1,34.4,"pelagic","top predators",11
17.1,34.6,"pelagic","top predators",11
17.1,34.8,"pelagic","top predators",5
17.1,35,"pelagic","top predators",5
17.1,35.2,"pelagic","top predators",5
17.1,35.4,"pelagic","top predators",5
17.1,35.6,"pelagic","top predators",5
17.1,35.8,"pelagic","top predators",5
17.1,36,"pelagic","top predators",5
17.1,36.2,"pelagic","top predators",5
17.1,36.4,"pelagic","top predators",5
17.1,36.6,"pelagic","top predators",5
17.1,36.8,"pelagic","top predators",5
17.1,37,"pelagic","top predators",5
17.1,37.2,"pelagic","top predators",5
17.1,37.4,"pelagic","top predators",5
17.1,37.6,"pelagic","top predators",8
17.1,37.8,"pelagic","top predators",8
17.1,38,"pelagic","top predators",8
17.1,38.2,"pelagic","top predators",8
17.1,38.4,"pelagic","top predators",8
17.1,38.6,"pelagic","top predators",8
17.1,39.6,"pelagic","top predators",9
17.1,39.8,"pelagic","top predators",9
17.1,40,"pelagic","top predators",9
17.1,40.2,"pelagic","top predators",1
17.1,41.2,"pelagic","top predators",11
17.1,41.4,"pelagic","top predators",11
17.1,41.6,"pelagic","top predators",11
17.1,41.8,"pelagic","top predators",11
17.1,42,"pelagic","top predators",1
17.1,42.2,"pelagic","top predators",1
17.1,42.4,"pelagic","top predators",1
17.1,42.6,"pelagic","top predators",1
17.1,42.8,"pelagic","top predators",8
17.3,31.2,"pelagic","top predators",1
17.3,31.4,"pelagic","top predators",11
17.3,31.6,"pelagic","top predators",11
17.3,31.8,"pelagic","top predators",11
17.3,32,"pelagic","top predators",11
17.3,32.2,"pelagic","top predators",11
17.3,32.4,"pelagic","top predators",11
17.3,32.6,"pelagic","top predators",11
17.3,32.8,"pelagic","top predators",11
17.3,33,"pelagic","top predators",11
17.3,33.2,"pelagic","top predators",11
17.3,33.4,"pelagic","top predators",11
17.3,33.6,"pelagic","top predators",11
17.3,33.8,"pelagic","top predators",11
17.3,34,"pelagic","top predators",11
17.3,34.2,"pelagic","top predators",11
17.3,34.4,"pelagic","top predators",11
17.3,34.6,"pelagic","top predators",11
17.3,34.8,"pelagic","top predators",4
17.3,35,"pelagic","top predators",5
17.3,35.2,"pelagic","top predators",5
17.3,35.4,"pelagic","top predators",5
17.3,35.6,"pelagic","top predators",5
17.3,35.8,"pelagic","top predators",5
17.3,36,"pelagic","top predators",5
17.3,36.2,"pelagic","top predators",5
17.3,36.4,"pelagic","top predators",5
17.3,36.6,"pelagic","top predators",5
17.3,36.8,"pelagic","top predators",5
17.3,37,"pelagic","top predators",5
17.3,37.2,"pelagic","top predators",5
17.3,37.4,"pelagic","top predators",5
17.3,37.6,"pelagic","top predators",5
17.3,37.8,"pelagic","top predators",8
17.3,38,"pelagic","top predators",8
17.3,38.2,"pelagic","top predators",8
17.3,38.4,"pelagic","top predators",8
17.3,38.6,"pelagic","top predators",8
17.3,38.8,"pelagic","top predators",8
17.3,39.2,"pelagic","top predators",9
17.3,39.4,"pelagic","top predators",9
17.3,39.6,"pelagic","top predators",9
17.3,39.8,"pelagic","top predators",9
17.3,40,"pelagic","top predators",9
17.3,40.2,"pelagic","top predators",1
17.3,41.2,"pelagic","top predators",11
17.3,41.4,"pelagic","top predators",11
17.3,41.6,"pelagic","top predators",11
17.3,41.8,"pelagic","top predators",11
17.3,42,"pelagic","top predators",11
17.3,42.2,"pelagic","top predators",1
17.3,42.4,"pelagic","top predators",1
17.3,42.6,"pelagic","top predators",1
17.5,31.2,"pelagic","top predators",7
17.5,31.4,"pelagic","top predators",11
17.5,31.6,"pelagic","top predators",11
17.5,31.8,"pelagic","top predators",11
17.5,32,"pelagic","top predators",11
17.5,32.2,"pelagic","top predators",11
17.5,32.4,"pelagic","top predators",11
17.5,32.6,"pelagic","top predators",11
17.5,32.8,"pelagic","top predators",11
17.5,33,"pelagic","top predators",11
17.5,33.2,"pelagic","top predators",11
17.5,33.4,"pelagic","top predators",11
17.5,33.6,"pelagic","top predators",11
17.5,33.8,"pelagic","top predators",11
17.5,34,"pelagic","top predators",11
17.5,34.2,"pelagic","top predators",11
17.5,34.4,"pelagic","top predators",11
17.5,34.6,"pelagic","top predators",11
17.5,34.8,"pelagic","top predators",4
17.5,35,"pelagic","top predators",5
17.5,35.2,"pelagic","top predators",5
17.5,35.4,"pelagic","top predators",5
17.5,35.6,"pelagic","top predators",5
17.5,35.8,"pelagic","top predators",5
17.5,36,"pelagic","top predators",5
17.5,36.2,"pelagic","top predators",5
17.5,36.4,"pelagic","top predators",5
17.5,36.6,"pelagic","top predators",5
17.5,36.8,"pelagic","top predators",5
17.5,37,"pelagic","top predators",5
17.5,37.2,"pelagic","top predators",5
17.5,37.4,"pelagic","top predators",5
17.5,37.6,"pelagic","top predators",5
17.5,37.8,"pelagic","top predators",5
17.5,38,"pelagic","top predators",8
17.5,38.2,"pelagic","top predators",8
17.5,38.4,"pelagic","top predators",8
17.5,38.6,"pelagic","top predators",8
17.5,38.8,"pelagic","top predators",8
17.5,39,"pelagic","top predators",8
17.5,39.2,"pelagic","top predators",1
17.5,39.4,"pelagic","top predators",1
17.5,39.6,"pelagic","top predators",9
17.5,39.8,"pelagic","top predators",9
17.5,40,"pelagic","top predators",9
17.5,41,"pelagic","top predators",11
17.5,41.2,"pelagic","top predators",11
17.5,41.4,"pelagic","top predators",11
17.5,41.6,"pelagic","top predators",11
17.5,41.8,"pelagic","top predators",11
17.5,42,"pelagic","top predators",1
17.5,42.2,"pelagic","top predators",1
17.5,42.4,"pelagic","top predators",1
17.5,42.6,"pelagic","top predators",1
17.7,31.2,"pelagic","top predators",1
17.7,31.4,"pelagic","top predators",11
17.7,31.6,"pelagic","top predators",11
17.7,31.8,"pelagic","top predators",11
17.7,32,"pelagic","top predators",11
17.7,32.2,"pelagic","top predators",11
17.7,32.4,"pelagic","top predators",11
17.7,32.6,"pelagic","top predators",11
17.7,32.8,"pelagic","top predators",11
17.7,33,"pelagic","top predators",11
17.7,33.2,"pelagic","top predators",11
17.7,33.4,"pelagic","top predators",11
17.7,33.6,"pelagic","top predators",11
17.7,33.8,"pelagic","top predators",11
17.7,34,"pelagic","top predators",11
17.7,34.2,"pelagic","top predators",11
17.7,34.4,"pelagic","top predators",11
17.7,34.6,"pelagic","top predators",11
17.7,34.8,"pelagic","top predators",4
17.7,35,"pelagic","top predators",5
17.7,35.2,"pelagic","top predators",5
17.7,35.4,"pelagic","top predators",5
17.7,35.6,"pelagic","top predators",5
17.7,35.8,"pelagic","top predators",5
17.7,36,"pelagic","top predators",5
